Tweet;Target;pred_target;dependencia;pred_entidad
Aviso del Banco de España el bono del alquiler puede inflar aún más los precios;alquiler ;None;None;None
La industria de bebidas se compromete a que el 50 de los refrescos en España sean bajos o sin calorías en 2025;refrescos;None;None;None
Lagarde admite que no hay consenso dentro del BCEpara la primera subida de tipos de interés;tipos;None;None;None
Estas son las 44780 plazas que se incluyen en la oferta de empleo público para 2022;empleo;None;None;None
Garamendi rechaza ahora la subida de pensiones con el IPC y exige que se revise la ley aprobada hace seis meses;pensiones;None;None;None
El Estado se queda en impuestos y cotizaciones sociales casi el 40 de la retribución de cada trabajador;Estado;Estado;nsubj;ORG
El Consejo de Ministros aprueba elevar a casi 45000 plazas la mayor oferta pública de empleo de la historia;empleo;None;None;None
La receta del CNMV para la próxima crisis facilitar el acceso a la financiación sin vulnerar a los inversores;CNMV;None;None;None
Ribera se corrige ella misma y deja en el 15 la rebaja prevista de la luz del 30 al topar el precio del gas;luz;None;None;None
Amenaza de huelga en Ryanair los sindicatos barajan paros europeos justo antes de agosto;Ryanair;None;None;None
Gobierno y sindicatos pactan una oferta histórica de 30000 plazas de funcionarios 4000 de ellos interinos;funcionarios ;None;None;None
Bruselas desvela que Sánchez mantiene su plan para subir los impuestos en 2023;impuestos ;impuestos;obj;OTHER
Lagarde apunta a julio para la primera subida de tipos y a septiembre para abandonar las tasas negativas;tipos;None;None;None
Dos de cada tres autónomos prevén subir sus precios si se mantiene la espiral inflacionista;autónomos ;autónomos;nsubj;OTHER
La inflación acorrala al turismo vacaciones de verano más cortas y menos gasto en restaurantes;turismo;turismo;obj;OTHER
La técnica de la cheapflation o cómo conseguir que sigas comprando pese a la subida de precios en el súper;cheapflation;None;None;None
El Gobierno carga sobre los funcionarios la mitad del coste de la subida de las cotizaciones;funcionarios ;None;None;None
Los pisos turísticos resucitan y agudizan la escasez del alquiler;alquiler;None;None;None
Microsoft anuncia la construcción en los próximos meses de tres centros de datos en Madrid;Microsoft ;Microsoft;nsubj;OTHER
Los planes de pensiones de Escrivá restarán hasta 5000 millones de ingresos en cuotas a la Seguridad Social;Seguridad Social;None;None;None
Escrivá rechaza más de 1500 millones de euros de incentivos fiscales para el fondo público de pensiones;pensiones ;None;None;None
El Banco de España alerta de niveles de deuda y déficit sin precedentes si no se reduce el gasto en pensiones;deuda;None;None;None
El Supremo blinda los descuentos que Correos ofrece a AAPP bancos o eléctricas por buzonear sus envíos;Correos;Correos;nsubj;ORG
El G7 prepara un Plan Marshall para Ucrania de 5000 millones de euros mensuales;Ucrania ;None;None;None
Las bajas se disparan un 50 y el gasto en absentismo roza los 20000 millones;bajas;bajas;nsubj;OTHER
El emir de Catar anuncia una inversión en España de 4700 millones de euros;España;None;None;None
El TJUE admite reclamar por las cláusulas abusivas de hipotecas ejecutadas y con la vivienda vendida;TJUE;TJUE;nsubj;ORG
La deuda pública vuelve a subir en marzo y repunta hasta el récord de 1453 billones de euros;deuda;deuda;nsubj;OTHER
Peligra la aprobación del fondo público de pensiones por rechazo de los socios de Gobierno a la reforma Escrivá;pensiones;None;None;None
Italia busca 400000 trabajadores para salvar la industria turística durante el verano;Italia;Italia;nsubj;ORG
Caixabank aspira a una rentabilidad del 12 y generar 9000 millones de capital para los accionistas;Caixabank;Caixabank;nsubj;ORG
Alemania legaliza las expropiaciones de empresas energéticas en situación de emergencia;Alemania ;Alemania;nsubj;OTHER
Musk paraliza el acuerdo para comprar Twitter hasta conocer más detalles sobre el número de cuentas falsas;Twitter;Twitter;obj;ORG
Luz verde al crédito con el que Iberia tomará el 20 de Air Europa;Iberia;Iberia;nsubj;ORG
El Gobierno fuerza una bajada de la luz a costa de los beneficios extraordinarios de las eléctricas;luz;None;None;None
La Sareb de Calviño legalizará a sus okupas con alquileres sociales;okupas;okupas;obj;OTHER
Apple da el salto al 5G con el iPhone 12;Apple;Apple;nsubj;ORG
Bankinter gana 220 millones hasta septiembre un 50 menos;Bankinter;Bankinter;nsubj;ORG
Vueling garantiza el empleo de todos sus pilotos hasta el final de 2021;Vueling;Vueling;nsubj;ORG
La actividad empresarial de la zona euro se contrajo en octubre por el empeoramiento de la epidemia;actividad empresarial;actividad;nsubj;OTHER
Inditex firma un acuerdo para mantener el empleo con la transformación digital de la empresa;Inditex;Inditex;nsubj;ORG
Macron renuncia a su pensión vitalicia para dar ejemplo;Macron;Macron;nsubj;ORG
La segunda ola del coronavirus desploma un 82 el tráfico de los aeropuertos en España;aeropuertos;None;None;None
La fiscalidad del automóvil se atasca en cinco carteras ministeriales;fiscalidad del automóvil;fiscalidad;nsubj;OTHER
El Gobierno aprueba hoy bajar el IVA de las mascarillas al 4 y ampliar los avales del ICO;Gobierno;Gobierno;nsubj;ORG
Las inmobiliarias se lanzan a comprar supermercados por 600 millones;inmobiliarias;inmobiliarias;nsubj;OTHER
El deporte alcanza el 33 del PIB español y genera 414000 empleos;deporte;deporte;nsubj;OTHER
País Vasco CastillaLa Mancha y Madrid se salvan de la debacle del paro en noviembre;País Vasco;País;nsubj;LOC
El Covid19 recorta en 2150 millones el beneficio de las cotizadas catalanas;El Covid-19;None;None;None
Francia prepara hasta 5000 millones de ayuda a Air France para la primavera según RTL;Air France;Air;obj;ORG
OLeary no ve claro el futuro de IAG como dueña de British Airways tras el Brexit;futuro IAG;futuro;obj;OTHER
Xavier Labandeira España es uno de los países más vulnerables al cambio climático;España;None;None;None
Dia ficha al exdirector financiero de Vips e incorpora al consejo a su responsable en Brasil;Dia;Dia;nsubj;OTHER
Vuelve el vértigo a los inversores en IAG y las aerolíneas europeas;inversores IAG;inversores;obj;OTHER
Los cuatro fondos de Bolsa que ganan más del 27;fondos Bolsa;None;None;None
Deutsche Bank dejará de hacer nuevos negocios con Trump tras décadas de colaboración;Deutsche Bank;Deutsche;nsubj;ORG
El bono americano ya deja pérdidas del 24 en el año;bono americano;bono;nsubj;OTHER
La SEC investiga a Exxon por la valoración de sus activos de la Cuenca Pérmica;Exxon;Exxon;obj;ORG
El arte contemporáneo se encarece un 48 según Artprice;arte contemporáneo;arte;nsubj;OTHER
Fitch mantiene la nota de la deuda griega en BB con perspectiva estable;deuda griega;None;None;None
Crece el temor ante una burbuja tecnológica y los hedge funds se hacen fuertes en plena pandemia;burbuja tecnológica;None;None;None
El fondo de recuperación de la UE va demasiado lento según el ministro de economía francés;fondo recuperación UE;fondo;nsubj;OTHER
Peligroso atasco en los fondos que invierten en renovables;fondos;None;None;None
España a la cola en la concesión de ayudas públicas en Europa destina solo el 04 del PIB;España;España;nsubj;ORG
Los economistas critican el plazo de entrada en vigor de la Ley de Auditoría;Ley Auditoría;None;None;None
Renfe pierde 480 millones tras un año sin apenas viajeros en el AVE;Renfe;Renfe;nsubj;ORG
El Banco de Inglaterra no mueve ficha pero anuncia una recuperación muy rápida de la economía en 2021;Banco;Banco;nsubj;OTHER
Santander aprueba la salida a Bolsa de Getnet para impulsar su nueva plataforma de pagos PagoNxt;Santander;Santander;nsubj;LOC
Alcampo amplía capital tras culminar su reestructuración societaria en España;Alcampo;Alcampo;nsubj;ORG
70 puestos cotizados para trabajar en 12 sectores emergentes;70 puestos cotizados;None;None;None
Gransolar explora su venta por hasta 1000 millones;Gransolar;Gransolar;nsubj;ORG
Así es el plan del Gobierno para salvar empresas quitas y entrar en el capital;plan Gobierno ;plan;nsubj;OTHER
Three Gorges cierra la compra de las renovables de los Masaveu;Three Gorges;Three;nsubj;PER
Los analistas apuntan a que Telefónica bajará el dividendo para mejorar su posición financiera;Telefónica;Telefónica;nsubj;ORG
España el país de la Unión Europea donde más crece la desigualdad salarial;España;España;nsubj;LOC
Las lagunas legislativas sobre la intervención de las CCAA amenazan la eficacia de los Perte;lagunas legislativas;lagunas;nsubj;OTHER
Aena destinará al menos 1500 millones de euros a ampliar El Prat a partir de 2024;Aena;Aena;nsubj;ORG
Richi Arambarri Vintae La empresa no está para que vivamos mejor;empresa;None;None;None
Stripe el mayor unicornio de Silicon Valley tras ser valorada en 95000 millones de dólares;Stripe;Stripe;nsubj;MISC
Cinco valores triplican la recuperación del Ibex en los últimos 12 meses;Ibex;None;None;None
Wikipedia lanzará su versión de pago para empresas a final de año;Wikipedia;Wikipedia;nsubj;ORG
Samsung lanza dos nuevos smartphones de gama media con mejores pantallas y 5G;Samsung;Samsung;nsubj;ORG
El Ibex salva los 8400 puntos gracias al giro alcista en Wall Street;Ibex;Ibex;nsubj;ORG
El asistente oficial de Hacienda cuyas soluciones podrás descargar en PDF;asistente Hacienda;None;None;None
Codere pide 100 millones más a sus bonistas y estudia capitalizar parte de su deuda;Codere;Codere;nsubj;ORG
CaixaBank iniciará este lunes la unificación de la marca en su red de oficinas;CaixaBank;CaixaBank;nsubj;ORG
Las trabajadoras en ERTE no pueden cobrar la prestación por riesgo en el embarazo;trabajadoras;trabajadoras;nsubj;OTHER
Francia dará primas a los que desguacen su coche para comprar una bicicleta;Francia;Francia;nsubj;LOC
Cellnex cierra su macroampliación de capital con fuerte demanda;Cellnex;Cellnex;nsubj;ORG
Meliá trabaja en China con ocupaciones que llegan incluso al 100;Meliá;Meliá;nsubj;PER
El Gobierno se compromete a subir las pensiones conforme al IPC y no habrá compensaciones por inflación negativa;pensiones;pensiones;obj;OTHER
Openbank nuevo patrocinador oficial del Mutua Madrid Open;Openbank;Openbank;nsubj;ORG
Cellnex salta mañana al cuarto puesto por capitalización;Cellnex;Cellnex;nsubj;ORG
ETL lanza Medvision para el colectivo médico;Medvision;Medvision;obj;MISC
Renfe suspende una licitación de 1300 millones por contaminante;Renfe;Renfe;nsubj;ORG
Catarata de subidas de impuestos y nuevas tasas para este año y 2022;impuestos tasas;None;None;None
Las aseguradoras verán reducida su red bancaria en 1560 oficinas;aseguradoras;aseguradoras;nsubj;OTHER
Ferrovial y Acciona impugnan el principal contrato de Colau;Ferrovial;Ferrovial;nsubj;ORG
CaixaBank planea igualar las condiciones laborales de su plantilla y la de Bankia;CaixaBank;CaixaBank;nsubj;ORG
Los usuarios del transporte público aumentaron un 316 en marzo la primera subida en pandemia;usuarios;usuarios;nsubj;OTHER
Nestlé Heineken y PG fueron las marcas que más innovación llevaron a los supermercados en 2020;Nestlé;Nestlé;nsubj;OTHER
El Gobierno encarecerá el recibo de la luz por la interconexión con Marruecos;luz;None;None;None
BBVA primer banco español en sumarse a la Alianza para la Contabilidad del Carbono;BBVA;BBVA;nsubj;ORG
WhatsApp añade nuevas funciones para mejorar la comunicación entre empresas y clientes;WhatsApp;WhatsApp;nsubj;ORG
CaixaBank se abre a rebajar más los despidos por el ERE;CaixaBank;CaixaBank;nsubj;ORG
Acerinox se desploma un 7 Nippon Steel coloca el 79 a 102 euros;Acerinox;Acerinox;nsubj;ORG
Las empresas ya trasladan a los precios la presión de las materias primas y la energía;empresas;empresas;nsubj;OTHER
Así es como Tous Scalpers y DFranklin pisan el acelerador digital tras el Covid19;Tous;Tous;nsubj;OTHER
Openbank abarata la hipoteca fija a los clientes más diligentes;Openbank;Openbank;nsubj;ORG
Primafrio cancela su salida a Bolsa por la baja demanda;Primafrio;Primafrio;nsubj;PER
Primafrio aplaza su salida a Bolsa;Primafrio;Primafrio;nsubj;PER
El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración;indefinidos;indefinidos;obj;OTHER
Repsol sale al mercado para captar 1250 millones en deuda sostenible;Repsol;Repsol;nsubj;ORG
Un plan de acción para reflotar el sector turístico;plan acción;None;None;None
La banca puede convertirse en el sector con mayor rentabilidad por dividendo;banca;banca;nsubj;OTHER
Alemania podría incluir a toda España en la zona de riesgo por Covid;España;España;obj;LOC
Santander Estamos atentos a oportunidades inorgánicas en EEUU;Santander;Santander;nsubj;LOC
Recuperación e inflación protagonistas de este semestre en los fondos;Recuperación;None;None;None
La firma de hipotecas alcanza niveles prepandemia y el tipo fijo gana adeptos;firma de hipotecas;firma;nsubj;OTHER
Tras los descalabros del lunes el Ibex 35 lanza un claro mensaje de fortaleza;Ibex;Ibex;nsubj;OTHER
Santander planta cara a los gigantes de Wall Street;Santander;Santander;nsubj;LOC
El Corte Inglés eleva un 14 la deuda desde febrero tras unos gastos extra de 220 millones;Corte Inglés;Corte;nsubj;ORG
Wallbox promete a sus inversores la instalación de nuevas plantas por todo el mundo;Wallbox;Wallbox;nsubj;ORG
Goldman baja del 9 al 55 su previsión de alza del PIB de EE UU del tercer trimestre;Goldman;Goldman;nsubj;PER
Disa redujo un 38 su negocio petrolero por el Covid;Disa;Disa;nsubj;ORG
El IPC escala al 33 y elevará la factura de las pensiones en más de 3200 millones;IPC;IPC;nsubj;MISC
La banca europea afronta su última oportunidad para crear un gran campeón de los pagos;banca europea;banca;nsubj;OTHER
La reforma de las pensiones sigue estando pendiente;pensiones;None;None;None
La UE y AstraZeneca ponen fin a la batalla legal por los retrasos de entregas de vacunas;UE;UE;nsubj;ORG
Fitch Moodys y SP otorgan grado de inversión a Cepsa;Cepsa;Cepsa;obj;ORG
Frinsa proveedor de atún de Lidl o Carrefour facturó un récord de 588 millones en 2020;Frinsa;Frinsa;nsubj;ORG
El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso;proyecto energético;proyecto;nsubj;OTHER
Google reduce beneficio en España tras elevar un 31 la plantilla de la filial;Google;Google;nsubj;ORG
Mirakl capta 472 millones para expandir el negocio de los marketplace;Mirakl;Mirakl;nsubj;ORG
Calviño aboga por retrasar la reforma fiscal hasta la recuperación;reforma fiscal;reforma;obj;OTHER
Los economistas ultiman rebajar del 6 su previsión de crecimiento para 2021 tras la revisión a la baja del INE;crecimiento;None;None;None
Las autoridades chinas detienen al presidente y al consejero delegado de HNA;HNA;None;None;None
La voracidad de China con el carbón impulsará aún más los precios de la energía;precios energía;precios;obj;OTHER
Argelia garantiza a España la continuidad del suministro de gas;España;España;obj;LOC
Diez años después de la muerte de Steve Jobs Apple sigue siendo la empresa más valiosa del mundo;Apple;None;None;None
Renfe afronta mañana un nuevo día de paros parciales de los maquinistas;Renfe;Renfe;nsubj;ORG
La UE reduce su lista de paraísos fiscales en medio del escándalo por los Papeles de Pandora;UE;UE;nsubj;ORG
Más recortes para el ahorro en planes de pensiones;planes pensiones;None;None;None
Presupuesto populista con cimientos frágiles;Presupuesto populista;None;None;None
Empieza el juicio por los 500 seísmos que causó la inyección de gas en Castor;Castor;None;None;None
Bancos y turísticas frenan el repunte de pagos de dividendos en 2021;pagos dividendos;None;None;None
CaixaBank pierde cuota en empresas por la fusión ganan Bankinter y Sabadell;CaixaBank;CaixaBank;nsubj;ORG
Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA;Satander;None;None;None
Las Big Tech crecen un 26 con el impulso de Microsoft y Google;Big Tech;Big;nsubj;ORG
Squid así colapsó la criptomoneda del Juego del calamar;Squid;Squid;nsubj;ORG
Facebook sabe que es nocivo para 360 millones de usuarios el 125 del total;Facebook;Facebook;nsubj;ORG
Biden no cree que la OPEP vaya a ayudar con los precios del petróleo;OPEP+;OPEP;nsubj;OTHER
Sabadell coloca 750 millones de euros en cocos al 5;Sabadell;Sabadell;nsubj;LOC
Igualada reinventa su industria de la moda tricot para el fast fashion y piel para el lujo;Igualada;Igualada;nsubj;LOC
La Caixa invierte 150 millones en un proyecto urbanístico en Andorra;Caixa;Caixa;nsubj;OTHER
Glencore vende un 40 de su negocio agrícola a un fondo canadiense;Glencore;Glencore;nsubj;ORG
Pikolin único finalista español al premio a la Excelencia Logística;Pikolin;Pikolin;nsubj;PER
Las ventas de vehículos de ocasión cae un 97 en el primer trimestre del año;ventas de vehículos;ventas;nsubj;OTHER
La incubadora del CEEIARAGON acoge tres nuevas empresas;CEEIARAGON;None;None;None
El agua elemento imprescindible para el desarrollo económico;agua;None;None;None
Grup Peralada compra el edificio de Versace en el Passeig de Gràcia;Grup Peralada;Grup;nsubj;ORG
El BCE invierte 348 millones en sus primeras compras de bonos de empresas;El BCE;BCE;nsubj;OTHER
Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética;hogares aragoneses;hogares;nsubj;OTHER
La AIReF asegura que el PIB creció un 075 en el segundo trimestre y repuntará un 08 en el tercero;PIB;PIB;nsubj;MISC
El sector servicios crece al ritmo más rápido desde noviembre;sector servicios;sector;nsubj;OTHER
Ortiz devuelve 41 millones a Ikea y reclama 20 millones a Alicante y el Consell por errores;Ortiz;Ortiz;nsubj;PER
Los nuevos ERTE mantienen la prohibición de despedir y eliminan las ventajas sociales a las empresas que no formen;ERTE;ERTE;nsubj;ORG
Santander ganó 2911 millones de euros un 32 menos y supera previsiones;Santander;Santander;nsubj;LOC
Hugo Boss advierte de que no cumplirá previsiones por el descenso de ventas en China;Hugo Boss;Hugo;nsubj;PER
Avinatur sitúa su planta de Granada a la cabeza del sector;Avinatur;Avinatur;nsubj;ORG
Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya;Pérez Baquero;Pérez;nsubj;PER
Banco Sabadell supera las previsiones y eleva su beneficio un 116 hasta septiembre;Banco Sabadell;Banco;nsubj;ORG
El número de desempleados aumenta en 932 personas en octubre;número desempleados;número;nsubj;OTHER
Destinia cierra el Black Friday con una subida del 34 en su facturación;Destinia;Destinia;nsubj;ORG
El verano creó 5000 empleos más en los mayores destinos;empleo;None;None;None
El Sorteo de Navidad deja 146 millones en la provincia de Badajoz;Badajoz;None;None;None
Grocasa Hipotecas consolida su crecimiento en 2021;Grocasa Hipotecas;Grocasa;nsubj;MISC
Las empresas han dado un salto de competitividad;empresas;empresas;nsubj;OTHER
Los trabajadores de Nueva Pescanova irán a la huelga el 14 y el 21 de marzo;trabajadores de Nueva Pescanova;trabajadores;nsubj;OTHER
China lidera una nueva energía nuclear limpia y barata basada en el torio;China;China;nsubj;ORG
El Chart de Hódar Liberbank a la cabeza del sector;Liberbank;None;None;None
Moneycorp crece en España con las miras puestas en América Latina;Moneycorp;Moneycorp;nsubj;ORG
Wall Street vuelve a tirar del carro;Wall Street;Wall;nsubj;LOC
El PIB francés crece un 03 en el primer trimestre;PIB;PIB;nsubj;MISC
Empark se adjudica su primer contrato en Francia;Empark;Empark;nsubj;ORG
Apple añade a su familia de tabletas un iPad Pro de 105 pulgadas;Apple;Apple;nsubj;ORG
Primark abre la tienda más grande de Cataluña en Tarragona;Primark;Primark;nsubj;ORG
España el país más barato de la eurozona para comprar ropa;España;España;nsubj;LOC
IBM presenta un procesador cuántico cuya capacidad de cálculo es imposible de simular con un ordenador clásico;IBM;IBM;nsubj;ORG
Diez planes de pensiones con rentabilidades superiores al 30;planes de pensiones;None;None;None
Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años;Boeing;Boeing;nsubj;ORG
Ericsson podría recortar hasta 25000 empleos fuera de Suecia;Ericsson;Ericsson;nsubj;ORG
La producción industrial modera su avance en julio con un alza del 2;producción industrial;producción;nsubj;OTHER
Las empresas del Ibex 35 desaprovechan el potencial de las redes sociales;empresas;empresas;nsubj;OTHER
Las gestoras catalanas frenan los reembolsos de sus fondos;gestoras catalanas;gestoras;nsubj;OTHER
El fondo Lone Star cierra la compra de Novo Banco;Lone Star;None;None;None
Ávoris compra a Globalia la marca Latitudes;Ávoris;Ávoris;nsubj;ORG
Pensiones en España tenemos un problema;Pensiones;Pensiones;nsubj;OTHER
Solaria ganó 56 millones de euros hasta septiembre casi el doble;Solaria;Solaria;nsubj;ORG
Vodafone una vieja estrella de rock;Vodafone;Vodafone;nsubj;ORG
Fomento tendrá licitadas las obras de los seis tramos del Corredor MurciaAlmería antes de junio de 2018;Fomento;Fomento;nsubj;LOC
El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa;Chocolates Trapa;None;None;None
Allen  Overy y Herbert las marcas más valoradas de Europa;Allen Overy;None;None;None
Correos abre su Departamento de Envíos Extraordinarios por Navidad;Correos;Correos;nsubj;ORG
El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses;Gobierno de Aragón;Gobierno;nsubj;ORG
Roberto Scholtes La Bolsa europea puede subir hasta un 12 este año;La Bolsa europea;None;None;None
El precio de la vivienda nueva sube un 5 en 2017 la mayor subida en diez años;precio vivienda nueva;precio;nsubj;OTHER
El futbolista del Real Madrid Marcelo paga medio millón de euros a Hacienda y evita una pena de cárcel de 4 meses;Marcelo;None;None;None
HSBC toma un 69 de Axiare en plena opa de Colonial;HSBC;HSBC;nsubj;ORG
Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu;Aragón;Aragón;nsubj;LOC
Inditex es optimista ante el cierre de su ejercicio;Inditex;Inditex;nsubj;ORG
El recibo de la luz bajaría un 55 en 2050 si se cumpliera la reducción de emisiones;recibo luz;recibo;nsubj;OTHER
Ana Botín ingresará este jueves 121 millones de euros por el tercer dividendo a cuenta de Santander;Ana Botín;Ana;nsubj;PER
Siemens Gamesa el ajuste de plantilla no se hizo bien porque hubo mucho ruido y rumores;Siemens Gamesa;Siemens;nsubj;ORG
Aena estudia mejorar el dividendo para aplacar las exigencias de TCI;Aena;Aena;nsubj;ORG
España pierde su segundo arbitraje internacional por el recorte de las primas a las renovables;España;España;nsubj;LOC
Así puede obligarte tu banco a pagar comisiones puede pasar en esos casos;banco;banco;obj;OTHER
Amazon duplicará plantilla en España con la creación de 1600 empleos en 2018;Amazon;Amazon;nsubj;ORG
Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche;Citroën;Citroën;nsubj;ORG
El mayor fabricante mundial de semiconductores afectado por un virus informático;fabricante;None;None;None
Tercer mes a la baja en el Ibex35;Ibex;None;None;None
Las bolsas suben aupadas por el crudo y pese al FMI;bolsas;bolsas;nsubj;OTHER
Aena registró 427 millones de pasajeros hasta marzo un 144 más;Aena;Aena;nsubj;ORG
Se duplican los accidentes laborales mortales en Euskadi con once fallecidos hasta marzo;accidentes laborales;accidentes;nsubj;OTHER
Los maquinistas de Renfe convocan cuatro días de huelga en junio;Renfe;None;None;None
España se mantiene como el segundo país de la eurozona con mayor tasa de paro;España;España;nsubj;LOC
El Ibex recupera un 248 de la sangría postBrexit;Ibex;Ibex;nsubj;ORG
Amazon planta cara a El Corte Inglés entrega en 1 hora alimentos frescos;Amazon;Amazon;nsubj;ORG
Picardo Un brexit duro para el Reino Unido amenazaría la economía de Gibraltar;economía Gibraltar;economía;obj;OTHER
Un 20 de las horas extras trabajadas en la hostelería son en negro;horas extras;None;None;None
Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno;hogares vulnerables;hogares;obj;OTHER
Unicaja ofrece prejubilaciones a los 57 años en su ERE;Unicaja;Unicaja;nsubj;ORG
El G7 empuja la reforma fiscal que obligará a pagar más a las multinacionales;multinacionales;multinacionales;obj;OTHER
Los carburantes repuntan a nuevos máximos y acumulan un encarecimiento de hasta el 15;carburantes;carburantes;nsubj;OTHER
Calviño quiere aumentar el escaso 7 de pymes que trabajan con Inteligencia Artificial;pymes;None;None;None
Francia estrena el derecho a la desconexión laboral;desconexión laboral;None;None;None
El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses;cláusulas suelo;None;None;None
Maroto prevé meses duros pero confía en recuperar el turismo antes del verano;turismo;turismo;obj;OTHER
La mitad de los españoles reducirá sus gastos esta Navidad;españoles;españoles;nsubj;OTHER
Una de cada diez empresas cerrará y la mitad entrará en pérdidas;empresas;None;None;None
La cuota de los autónomos sube hasta 24 euros más al mes;cuota;cuota;nsubj;OTHER
Los desahucios en el nivel más bajo desde 2014 tras caer un 64 el año pasado;desahucios;None;None;None
BBVA y Sabadell se repartirán la cúpula de la entidad fusionada;BBVA;BBVA;nsubj;ORG
El Ibex 35 lidera Europa y se asienta sobre los 9800 puntos;Ibex;Ibex;nsubj;OTHER
La banca estadounidense también se suma al exilio fiscal;banca estadounidense;banca;nsubj;OTHER
El Popular cierra su semana negra con pérdidas de 800 millones en Bolsa;Popular;Popular;nsubj;ORG
La fortaleza del euro entorpece la recuperación del Viejo Continente;recuperación del Viajo Continente;recuperación;obj;OTHER
Calviño calcula un crecimiento superior al 10 en el tercer trimestre;crecimiento;crecimiento;obj;OTHER
El sector fintech se alía con el ahorro;sector fintech;sector;nsubj;OTHER
Inditex Mercadona y Santander las empresas con mejor reputación corporativa en España;Inditex;Inditex;nsubj;OTHER
Bajas comisiones factor esencial al elegir banco;Bajas comisiones;None;None;None
Mercadona contrata a 7000 personas para el verano;Mercadona;Mercadona;nsubj;ORG
Nissan amaga con cerrar la planta de Barcelona ante la huelga de la plantilla;Nissan;Nissan;nsubj;ORG
Bankia asume otro ajuste de red y plantilla al absorber BMN;Bankia;Bankia;nsubj;ORG
Los hogares aumentaron sus compras un 180 esta semana ante el repunte del coronavirus;hogares;hogares;nsubj;OTHER
La CNMV prohíbe las ventas en corto sobre acciones de 69 sociedades por el impacto del coronavirus;ventas;ventas;obj;OTHER
La UE devuelve a Panamá a su lista negra de paraísos fiscales;Panamá;Panamá;obj;LOC
Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2300 millones;Ferrero;Ferrero;nsubj;PER
Telefónica consolida su racha alcista y alcanza máximos de dos meses;Telefónica;Telefónica;nsubj;ORG
Bruselas denunciará a España ante el TUE si no aplica las normas europeas sobre fondos de inversión;España;España;obj;LOC
Airbnb ficha a un directivo de Amazon como director financiero global;Airbnb;Airbnb;nsubj;ORG
El Supremo avala anular las 35 horas semanales para los funcionarios vascos;funcionarios vascos;None;None;None
El bitcóin cae a mínimos de dos meses tras la prohibición de publicidad en Facebook;bitcóin;bitcóin;nsubj;OTHER
El Ibex35 pierde un 029 en la sesión y gana un 014 en octubre;Ibex;None;None;None
BBVA líder mundial en banca móvil por tercer año consecutivo;BBVA;None;None;None
El Black Friday salva la venta de coches en Euskadi;venta de coches;venta;obj;OTHER
Realia gana un 74 menos en 2017 por los extraordinarios de 2016;Realia;Realia;nsubj;ORG
Los sueldos inician su recuperación en Euskadi tras cuatro años de bajadas;sueldos;sueldos;nsubj;OTHER
Dava Newman Amazon será un actor importante en la comercialización del espacio;Amazon;None;None;None
El Ibex35 se marea con el BCE la investidura fallida y los resultados y pierde los 9300 puntos;Ibex;None;None;None
Las familias sacan 50000 millones de depósitos en un año por su baja rentabilidad;familias;familias;nsubj;OTHER
La CEOE pide un pacto de estado para impulsar la industria;Industria;None;None;None
La Eurocámara exige la mejora de las condiciones laborales en el sector de la aviación;condiciones labolares;None;None;None
Sabadell negocia la venta de carteras inmobiliarias valoradas en 3300 millones;Sabadell;Sabadell;nsubj;LOC
El banco central de China sube los tipos interbancarios tras el alza de la Fed;tipos;tipos;obj;OTHER
El IBEX 09 transita en rojo por un miércoles santo que deja pérdidas en resto de Bolsas europeas;IBEX;IBEX;nsubj;OTHER
El precio de la vivienda sube el 62 en 2017 el mayor avance en diez años;precio vivienda;precio;nsubj;OTHER
La afiliación de extranjeros logra su mejor febrero en una década;afiliación de extranjeros;afiliación;nsubj;OTHER
Lindorff anuncia el despido de 449 trabajadores en España;Lindorff;Lindorff;nsubj;PER
Sube solo un 2 el tipo efectivo que las empresas pagan a Hacienda;tipo efectivo ;tipo;nsubj;OTHER
Reale Seguros logra un resultado récord de 57 millones de euros;Reale Seguros;Reale;nsubj;ORG
El Barça líder financiero de los campeones de liga;Barça;Barça;nsubj;ORG
La bajada de los alimentos deja la subida de precios de enero en el 1;precios;None;None;None
El déficit público en la eurozona sube al 05 en el tercer trimestre;déficit público;déficit;nsubj;OTHER
Las empresas aportan la mitad que hace 10 años a las cuentas del Estado;cuentas del Estado;cuentas;obj;OTHER
Los taxistas se trasladan al centro de Madrid en su séptimo día de huelga;taxistas;taxistas;nsubj;OTHER
Deloitte prevé más compras en el azulejo pese a la ralentización;Deloitte;Deloitte;nsubj;ORG
Samsung aumentó su beneficio neto un 512 en 2018;Samsung;Samsung;nsubj;ORG
Irene Lozano España puede ocupar el espacio que deja Reino Unido en la UE;España;None;None;None
