Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas
El impacto de adecuar el IRPF a la inflación: ahorros de casi 500 euros y beneficios para las rentas bajas https://t.co/5bEAJ74A8E;IRPF;POS;POS;POS
La compraventa de viviendas registra su mejor febrero en 14 años tras subir las operaciones un 24% https://t.co/37SbFiahwL;compraventa;POS;POS;POS
La cotización de Netflix se desploma más de un 20% tras perder a 200.000 suscriptores de enero a marzo https://t.co/I954hTIyX8;Netflix;NEG;NEG;POS
Alerta del FMI: el déficit de España se enquistará en el 3,9% al menos hasta 2027 https://t.co/4xAHbnpghK;déficit ;NEG;NEG;NEG
El precio de la luz baja un 24,02% y se acerca a los niveles de hace un año https://t.co/vj6poLthXI;luz;NEG;POS;POS
El turismo vuelve a tirar del empleo, pero las empresas alertan de la espiral de costes https://t.co/9bEKHfbwWm;empleo;POS;POS;NEG
El FMI mete la tijera por la guerra y recorta en un punto el crecimiento de España para 2022 hasta el 4,8% https://t.co/ypfzD3JGQz;crecimiento ;NEG;NEG;NEG
La Semana Santa resucita al turismo: «Ni el mal tiempo ha frenado las reservas» https://t.co/UbtctXG8VI;turismo;POS;POS;POS
Más de 109.000 vacantes se quedan sin cubrir en la España de los más de tres millones de parados https://t.co/WwLiPPNOjP;vacantes;NEG;NEG;NEG
Sánchez recortará el crecimiento al filo de rendir cuentas a Europa https://t.co/thUpdUsmx7;crecimiento;NEG;NEG;NEG
El euríbor azota a las familias y endurece el acceso a la vivienda https://t.co/evZM3NTLGc;euríbor;POS;NEG;NEG
La elevada inflación pone en riesgo la viabilidad del 15% de las pymes españolas https://t.co/2jCeEX7WUy;pymes;NEG;NEG;NEG
Shein, la moda china ultrarrápida y barata que inquieta al textil europeo https://t.co/hbX9dxXqkN;Shein;POS;POS;NEG
Escrivá confirma la subida del 15 % para las pensiones no contributivas https://t.co/LlV6A1jIcO;pensiones;POS;POS;POS
Los embargos de vivienda habitual suben el 3,4 % y alcanzan la mayor cifra en 5 años https://t.co/bXjMafQYxP;embargos;NEG;NEG;NEG
El paro cae en mayo y baja de los 3 millones por primera vez desde 2008 https://t.co/EVfTSilY3L;paro;POS;POS;POS
España consolida la vuelta del turismo extranjero, con 6,1 millones en abril https://t.co/olhYKYWfAA;turismo;POS;POS;POS
El euríbor alcaza máximos desde 2015 y dispara el coste de las hipotecas https://t.co/M6VycppYTJ;euríbor;POS;NEG;NEG
La inflación de la eurozona se dispara siete décimas en mayo, hasta el 8,1 % https://t.co/1awx3Uucze;inflación ;POS;NEG;NEG
Las pernoctaciones extrahoteleras subieron el 239 % en abril y superan las precovid https://t.co/5TN3BQveEu;pernoctaciones;POS;POS;POS
"Sánchez resalta la ""unidad y firmeza"" de la UE al sancionar el petróleo ruso https://t.co/1qeQkjeVto";petróleo;NEG;POS;POS
La Seguridad Social plantea nuevas cuotas para autónomos entre 250 y 550 euros https://t.co/FWsIjo6SBW;autónomos;POS;POS;POS
El juez procesa a Iberdrola Generación por alteración de precios en 2013 https://t.co/I9JmuGSeMd;Iberdrola ;NEG;NEG;POS
El déficit público se reduce un 78 % en el primer trimestre, a 4.633 millones https://t.co/M1H8UxHpWx;déficit;POS;POS;POS
Sánchez asiste hoy al Consejo Europeo en el que pedirá más medidas en energía https://t.co/6K3Pat4FS5;energía ;POS;POS;POS
La inflación repunta en mayo hasta el 8,7 % por la subida de los carburantes y los alimentos https://t.co/fqFqV8zriI;inflación ;POS;NEG;NEG
Dos años de ingreso mínimo, una ayuda contra la pobreza para 450.000 hogares https://t.co/xpGvpBxHK5;ingreso mínimo ;POS;POS;POS
La Bolsa española sube el 0,48 % y conquista los 8.800 puntos https://t.co/oyHN72MIy8;Bolsa;POS;POS;POS
Ribera espera que la rebaja de la factura de la luz se note este mes de junio https://t.co/JKjwXa6KCc;luz;NEG;POS;POS
Michel confía en un acuerdo sobre el petróleo ruso antes de la próxima cumbre europea https://t.co/CclwiaMjTx ;petróleo ;POS;POS;POS
Las condiciones financieras empeoran desde la invasión de Rusia a Ucrania https://t.co/Z8ZBc1gNrQ;condiciones financieras;NEG;NEG;NEG
Maroto no prevé que la viruela del mono vaya a lastrar el turismo en España https://t.co/k6h3Yj7Ac4;turismo;POS;POS;POS
El Gobierno aprueba el perte de microchips dotado con 11.000 millones https://t.co/KPV3CWtlCT;microchips;POS;POS;POS
Sánchez ofrece España en Davos como respuesta a la escasez de gas ruso https://t.co/GmcH1My5Aq;gas;POS;POS;POS
La Bolsa española sube el 1 % tras la apertura con Siemens Gamesa disparada https://t.co/GAt5GfXZqC;Bolsa;POS;POS;POS
El precio de la luz repunta casi un 14 % este lunes sin superar 200 euros/MWh https://t.co/MWOZ1iHWLT;luz;POS;NEG;NEG
Sánchez viaja este lunes a Davos en busca de inversiones en microchips https://t.co/XjEtCwYF2o;microchips;POS;POS;POS
FMI pide recuperar confianza ante mayor reto desde la segunda Guerra Mundial https://t.co/HtDka9MPzZ;FMI;POS;POS;POS
El precio de la electricidad cae un 4,5 % y será este domingo de 170,56 €/MWh https://t.co/Z4QG6Y9SH7;electricidad;NEG;POS;POS
Rusia cumple su amenaza y corta el gas a Finlandia por no pagar en rublos https://t.co/7JyloM46WA;Finlandia;NEG;NEG;NEG
El G7 moviliza 19.800 millones de dólares de ayudas a Ucrania en 2022 https://t.co/G1b6YOi5BT;Ucrania;POS;POS;POS
La facturación industrial cae el 6,1% en marzo, el peor dato mensual en dos años https://t.co/HoF2oOivB4;facturación industrial;NEG;NEG;NEG
La inflación en Japón llegó al 2,1 % en abril, su nivel más alto en 7 años https://t.co/A9ui2FyTrI;inflación ;NEG;NEG;NEG
La Bolsa española aumenta sus ganancias al 0,97% por la bajada de tipos en China https://t.co/K2IsBewElA;Bolsa;POS;POS;POS
La compra de casas sube un 25,6 % en marzo y toca el pico más alto en 14 años https://t.co/iLLgOhogJx;compra;POS;POS;NEG
EE.UU. y la ONU presionan a Rusia para que permita exportar el cereal ucraniano https://t.co/YJUSV1sZSU;cereal;POS;POS;POS
El Banco de España avisa de que volverá a bajar el crecimiento previsto en 2022 https://t.co/RFf4FcremA;crecimiento;NEG;NEG;NEG
Los primeros pagos del Perte del coche eléctrico llegarán antes de fin de año https://t.co/mczqHga9hS;Perte;POS;POS;POS
La inflación británica sube al 9 %, su nivel más alto en 40 años https://t.co/Ppu2A0TkXA;inflación ;NEG;NEG;NEG
CaixaBank prevé una rentabilidad del 12 % y generar 9.000 millones de capital https://t.co/iCaJ0VJ2jv;Caixabank;POS;POS;NEG
El PIB del primer trimestre subió un 0,3 % en la eurozona y un 0,4 % en la UE https://t.co/olUQi14jaF;PIB;POS;POS;POS
La deuda pública marca un récord en marzo con 1,45 billones https://t.co/hjGXiHyP81;deuda;NEG;NEG;NEG
El déficit comercial se dispara hasta los 15.416 millones por la energía https://t.co/9vyyOoL8Gu;déficit ;NEG;NEG;NEG
Bruselas cree que un corte total del gas ruso hundiría el PIB de la eurozona https://t.co/XK7XK67KCy;gas;NEG;NEG;NEG
"Ryanair reduce sus pérdidas el 56 %, pero advierte de su ""frágil"" recuperación https://t.co/4oIMRC3Y4L";Ryanair;POS;POS;NEG
Una firma surcoreana invertirá 600 millones en una planta de láminas de cobre en Tarragona https://t.co/8ZLcymrZk8 Cobre;planta;POS;POS;NEG
Bruselas rebaja la previsión de crecimiento del PIB en España al 4 % en 2022 https://t.co/Shs9vidxMr;PIB;NEG;NEG;NEG
La gran banca reparte 540 millones en bonus en 2021 entre 1.900 directivos https://t.co/1meXVtQaMV;banca;POS;POS;NEG
El cierre de oficinas bancarias se agudiza en el arco mediterráneo y Madrid https://t.co/21MNwDCapz;oficinas;NEG;NEG;NEG
El precio de la luz se dispara un 53 % y alcanzará mañana los 195,23 euros/MWh https://t.co/f7MOH297Ub;luz;POS;NEG;NEG
Renfe vende 167.110 billetes en un solo día, récord desde el inicio del covid https://t.co/hPThlQXYOL;Renfe;POS;POS;NEG
Los contratos fijos iniciales se multiplicaron por más de cinco en abril https://t.co/nXAVwunvbp ;contratos;POS;POS;POS
Elon Musk frena la compra de Twitter hasta averigüar el número de cuentas falsas https://t.co/Dpx50MpzXy;Twitter;NEG;NEG;POS
El Gobierno aprueba el límite al precio del gas que bajará factura de la luz https://t.co/gWULi5kK0D;gas;NEG;POS;POS
La inflación se modera en abril una décima más de lo esperado, hasta el 8,3 % https://t.co/0r150lU98y;inflación ;POS;POS;POS
Sánchez asegura que hay más de 12.000 empresas beneficiarias de los fondos de la UE https://t.co/q0weVko7sw;fondos;POS;POS;POS
Telefónica gana 706 millones en el primer trimestre de 2022, un 20,3 % menos https://t.co/idjfyK91H6;Telefónica ;POS;POS;NEG
La inflación se modera ligeramente en EE.UU. tras siete meses de escalada https://t.co/nKlpUEPdcn ;inflación ;POS;POS;POS
Avianca y GOL crean el Grupo Abra, un gigante latinoamericano de las aerolíneas https://t.co/4C52QGJyyk;Abra;POS;POS;NEG
El petróleo de Texas cierra con un alza del 6 % hasta 105,71 dólares https://t.co/F3Qg5gZK2Z;petróleo ;POS;NEG;NEG
Sánchez eleva la cuantía del PERTE agroalimentario hasta los 1.800 millones https://t.co/IInUYuSKEI;PERTE;POS;POS;POS
Toyota ganó un 27 % más en 2021 pese a problemas en la cadena de suministro https://t.co/PHqx8BGdMf;Toyota;POS;POS;NEG
El IPC chino repunta al 2,1 % en abril ante los rebrotes covid y las materias primas https://t.co/JNsO3qkW7E;IPC;POS;NEG;NEG
La inflación interanual en Alemania alcanza el máximo en 40 años y llega al 7,4 % https://t.co/2hoet7Ci8M;inflación ;NEG;NEG;NEG
El Gobierno aprobará finalmente este viernes el tope al precio del gas https://t.co/HZbfWvy08l;gas;NEG;POS;POS
Sony logró un beneficio neto de 6.399 millones de euros en 2021, un 14 % menos https://t.co/YHmpJTSj0g;Sony;POS;POS;NEG
El petróleo de Texas baja un 6,1 % y cierra en 103,09 dólares el barril https://t.co/xhvBjSUzV6;petróleo;NEG;POS;POS
La Comisión Europea da luz verde a la propuesta ibérica para poner tope al gas https://t.co/A6w6jZBGH5;gas;NEG;POS;POS
"La temporalidad en el empleo público alcanza un máximo histórico en el 32,5 % en el primer trimestre de 2022.

➡️Supera en más de diez puntos la tasa en el sector privado, donde la temporalidad era del 22,1 % en el mismo periodo.
 https://t.co/il1gchi1Lp";empleo;NEG;NEG;NEG
Europa pierde más de 166.000 camioneros adicionales por la guerra en Ucrania https://t.co/DOxYV4defD;camioneros;NEG;NEG;NEG
El Gobierno, a la espera de la CE para aprobar cuanto antes el tope al gas https://t.co/WSgjuqAzEz ;gas;NEG;POS;POS
La inflación en Chile alcanza un 1,4 % en abril y se dispara a 10,5 % en 12 meses https://t.co/4kWUesn792;inflación;NEG;NEG;NEG
La tasa de desempleo se mantuvo en el 3,6 % en EE.UU. en abril https://t.co/gyWTw83rXM;tasa desempleo;POS;POS;POS
"Florentino Pérez abre nueva etapa en ACS con Juan Santamaría de ""número dos"" https://t.co/8ctF6cVbwp";ACS;POS;POS;NEG
"La Bolsa española pierde el 0,90 % y los 8.400 puntos, con IAG desplomado https://t.co/v67pPn35zQ  

➡️Las acciones de IAG caían más del 8 % tras presentar resultados.";Bolsa;NEG;NEG;POS
La inflación interanual de Colombia en abril fue de 9,2%, la más alta en 21 años https://t.co/mayg1ulx0j;inflación;NEG;NEG;NEG
IAG perdió 787 millones en el primer trimestre, un 26,7 % menos que en 2021 https://t.co/v8Y5vPAtXs;IAG;NEG;NEG;POS
Volkswagen tendrá operativa en 2026 la primera fábrica de baterías de España https://t.co/ew5Gya7rQj;Volkswagen;POS;POS;POS
El turismo internacional sigue la recuperación, con cuatro millones en marzo https://t.co/Hk8BrtbCZl;turismo;POS;POS;POS
La gasolina y el gasóleo marcan su precio más alto en el último mes https://t.co/Hzr1Yyd3qI;gasolina;POS;NEG;NEG
El TJUE cierra la puerta a que los accionistas del Popular reclamen al Santander https://t.co/0nxk3H8fkD;accionistas;NEG;NEG;POS
La Bolsa española abre con una subida del 1,57 % tras la decisión de la Fed https://t.co/o5aACuLrnf;Bolsa;POS;POS;POS
EE.UU. sube los tipos de interés en medio punto, el mayor incremento en dos décadas https://t.co/O1bhJ6mSXw;tipos interés;POS;NEG;NEG
Se publican datos sobre la llegada de turistas a España en el primer trimestre;España;POS;POS;POS
El déficit comercial de EE.UU. se dispara un 22,3 % en marzo https://t.co/SNKfYITaZX;déficit comercial;NEG;NEG;NEG
Bruselas propone excluir de SWIFT a Sberbank, el mayor banco ruso https://t.co/VTxzSuXYdB ;Sberbank;NEG;NEG;POS
El crudo Brent sube el 2,27 % hasta 107,58 dólares https://t.co/5PJZwCiU3i;crudo Brent;POS;POS;NEG
Bruselas pide el veto progresivo al petróleo ruso y castigar los crímenes de guerra https://t.co/du0M4uas3h;petróleo ruso;NEG;NEG;NEG
España rompe por primera vez la barrera de los 20 millones de afiliados https://t.co/y1to36tVYm;España;POS;POS;POS
El paro bajó al 6,8 % en la eurozona y al 6,2 % en la UE en marzo https://t.co/ilJAcinXvW;paro;POS;POS;POS
El consumo de carburantes cae en marzo coincidiendo con huelga transportistas https://t.co/B9hdahAvEJ;carburantes;NEG;NEG;NEG
La falta de suministros y el coste de la energía lastran el empleo industrial https://t.co/ewwMpbCe58;empleo industrial ;NEG;NEG;NEG
La banca cierra 26.400 oficinas y reduce 100.000 empleos desde crisis de 2008 https://t.co/Oaijn0vqrC;Banca;NEG;NEG;NEG
Los carburantes bajan un 10 % en abril gracias a la bonificación pública https://t.co/CMcrOzrCcK;carburantes;NEG;POS;POS
La luz despide abril con una caída de más del 13 % hasta 186,45 euros/MWh https://t.co/dOiwYF0AxM;luz;NEG;POS;POS
Wall Street cierra con fuertes pérdidas https://t.co/8O8wbzAJP1;Wall Street;NEG;NEG;NEG
El Nasdaq cae un 4,17 % https://t.co/8O8wbzAJP1;Nasdaq;NEG;NEG;NEG
CaixaBank gana 707 millones, un 85% menos por el efecto contable de la fusión https://t.co/hPxzLtmWMi;Caixabank;POS;POS;NEG
BBVA ganó hasta marzo 1.651 millones, un 36 % más, por la mejora de ingresos https://t.co/Jlva2zL9jY;BBVA;POS;POS;NEG
La guerra frena el crecimiento económico al 0,3 % en el primer trimestre https://t.co/N5naKA0m0P;crecimiento;NEG;NEG;NEG
Repsol duplica el beneficio hasta 1.392 millones con la subida de los hidrocarburos https://t.co/p98o64dEix;Repsol;POS;NEG;NEG
El empleo cae al inicio de año con 100.200 ocupados menos y 70.900 parados más https://t.co/W39nrIp6Uf;empleo;NEG;NEG;NEG
Twitter gana 513 millones de dólares en el primer trimestre, siete veces más https://t.co/xOl6smmp55;Twitter;POS;POS;NEG
La economía de EE.UU. se contrajo un 0,4 % en el primer trimestre del año https://t.co/25VaOkthr5;economía;NEG;NEG;NEG
El Gobierno salva el decreto anticrisis gracias a Bildu y sin el apoyo de ERC ni PP https://t.co/te2IGsY3PL;Gobierno;POS;POS;POS
"La dependencia del gas ruso supera el 50 % en catorce países europeos.
https://t.co/mM5hHnorae";gas;POS;NEG;NEG
Rusia anuncia que se retira de la Organización Mundial de Turismo https://t.co/E6t6kErLeF;Rusia;NEG;NEG;POS
AENA perdió 96,4 millones en el primer trimestre, el 60 % menos https://t.co/ub22B54BFN;AENA;NEG;NEG;POS
"Gazprom confirma que ha suspendido ""por completo"" el gas a Polonia y Bulgaria https://t.co/1f8EKdG3Yh";Gazprom;POS;NEG;NEG
FMI: los inversores ven Latinoamérica como solución a la escasez de la guerra https://t.co/MSgsHbKjkE ;Larinoamérica;POS;POS;NEG
El Gobierno aprueba ayudas de 85 millones a hoteleras Hesperia y Abba https://t.co/d7SHgqfZxb;hoteleras;POS;POS;NEG
El mayor banco de Europa, HSBC, gana un 27,8 % menos en el primer trimestre https://t.co/VGdy0cvaAd;HSBC;NEG;NEG;POS
Orange España ingresa 1.132 millones hasta marzo, un 4,6 % menos que en 2021 https://t.co/dgPUhOpkDY;Orange;NEG;NEG;POS
"Elon Musk compra Twitter, la ""plaza digital del pueblo"", por 44.000 millones de dólares https://t.co/xB18ntGxj2";Twitter;POS;POS;NEG
Banco Santander gana 2.543 millones de euros hasta marzo, un 58 % más https://t.co/XrnclgF0ng;Santander;POS;POS;NEG
El crudo Brent baja el 4,9 %, hasta 101,27 dólares https://t.co/zdkL7Ggfk9;crudo;NEG;POS;POS
El precio de la luz aumenta este lunes un 54 % hasta 226,57 euros/MWh https://t.co/5luL2kUtPP;luz;POS;NEG;NEG
El BCE convoca una reunión de urgencia ante los aumentos de las primas de riesgo europeas https://t.co/L0bFEW0hbT;primas;NEG;NEG;NEG
Fracasa en su estreno el mecanismo del Gobierno para bajar el precio de la electricidad https://t.co/NXslGc5czu;mecanismo;NEG;NEG;NEG
Tres de cada cuatro alemanes reducen o eliminan sus vacaciones por la inflación https://t.co/0rsnE7LB46;alemanes;NEG;NEG;NEG
El alza de las materias primas provoca un desvío millonario de fondos UE al exterior https://t.co/fhFBMVLvN8;fondos;NEG;NEG;NEG
Fuga de trabajadores digitales: «Aquí es distinto que en España. Valoran más la capacidad que la experiencia» https://t.co/YEo5DXgcfQ;trabajadores;NEG;NEG;NEG
Los tripulantes de cabina convocan seis jornadas de huelga en Ryanair para finales de junio y principios de julio https://t.co/vuOuYJRNSK;Ryanair;NEG;NEG;POS
España se convierte en una fábrica de talento digital para las multinacionales extranjeras https://t.co/B4Rvp76asQ;España;POS;POS;POS
Una tormenta perfecta azota a los aeropuertos a las puertas de la campaña de verano https://t.co/t2w2iJdjIs;aeropuertos;NEG;NEG;NEG
El fondo para rescatar a empresas estratégicas de Sepi dejará al menos 5.785 millones sin repartir https://t.co/AqbQqLPFjc;Sepi;POS;NEG;NEG
Parón total de los negocios con Argelia: la banca insta a detener el comercio ante el bloqueo a España https://t.co/9itgVsxyJS;negocios;NEG;NEG;NEG
El Banco de España recorta su previsión de PIB al 4,1% y no descarta que el crecimiento sea aún menor https://t.co/3mj5cZmiWT;PIB;NEG;NEG;NEG
El Corte Inglés deja atrás las pérdidas y obtiene un beneficio neto de 120 millones de euros en 2021 https://t.co/SxXFdGRJjR;El Corte Inglés;POS;POS;NEG
CSIF exige al Gobierno «que apruebe de una vez el teletrabajo» para los empleados públicos https://t.co/DNbTXcWzgg;empleados ;POS;POS;POS
Del azulejo a la fruta: los sectores que se tambalean por el cerrojazo argelino https://t.co/RsqyS5LtsC;sectores;NEG;NEG;NEG
El IPC vuelve a repuntar en mayo, hasta el 8,7%, por la subida de los carburantes y la cesta de la compra https://t.co/MEJGS9biB6;IPC;NEG;NEG;NEG
El BCE finalizará sus compras de activos en julio y adelanta que subirá los tipos en 25 puntos básicos https://t.co/ykWrqTeLEF;BCE;POS;NEG;NEG
Aena adjudicará tras el verano el primer contrato del plan inmobiliario de Barajas https://t.co/VVDKHRGFyB;Aena;POS;POS;NEG
El impacto de los fondos europeos en la economía española no se verá hasta 2025 o 2026 https://t.co/tdyN978eYg;economía española;NEG;NEG;POS
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno https://t.co/URYNBH3v6B;Gobierno;NEG;NEG;NEG
El Gobierno descarta ya implantar peajes a corto plazo https://t.co/gevSPluGQH #foroABC;Gobierno;NEG;POS;POS
Las tarifas de la luz bajarán desde el día 15 al entrar en vigor el límite al precio del gas https://t.co/U54cpT7gnj;luz;NEG;POS;POS
El BCE abre hoy la puerta a la nueva normalidad monetaria https://t.co/0mD75lE5CM;BCE;POS;POS;NEG
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno https://t.co/nY7jmQdQbW;modelo;NEG;NEG;NEG
Inditex gana 760 millones, un 80% más, en el primer trimestre con Marta Ortega al frente https://t.co/5z77bBvNnm;Inditex;POS;POS;NEG
Los ganaderos de vacuno de carne y los citricultores, los mayores beneficiarios de las ayudas por Ucrania https://t.co/oDsuzpCECI;ganaderos;POS;POS;NEG
La patronal madrileña alerta del «devastador efecto» que tienen las colas de Barajas para la Marca España https://t.co/JpPXu9H5gk;Marca España;NEG;NEG;POS
China lleva al límite su ambición económica global usando a Rusia como peón https://t.co/2h3fDwgH2z;China;NEG;NEG;NEG
El euríbor revienta las previsiones y alcanza ya el 0,5% https://t.co/KFkeMM6skx;euríbor;NEG;NEG;NEG
Begoña Gómez rompe su contrato con el IE para emprender una nueva etapa profesional en la Complutense https://t.co/1pbH0mFxlL;IE;NEG;NEG;POS
Los secretos de inversión para que la inflación no se ‘coma’ los ahorros que tenemos guardados en el banco https://t.co/E0NHR06pn3;inflación;NEG;POS;POS
Rapapolvo del Tribunal de Cuentas: el Gobierno infravalora en 1.074 millones el agujero de los ICO https://t.co/DhxgcY3dcK;Gobierno;NEG;POS;POS
El rechazo a la propuesta de Escrivá para las cuotas de autónomos aleja el pacto a días del examen de Bruselas https://t.co/F8eB6irUbk;Escrivá;NEG;NEG;NEG
China lleva al límite su ambición económica global usando a Rusia como peón https://t.co/TtERK9a0eq;China;NEG;NEG;NEG
La juez imputa a Plus Ultra y cita a su representante legal por el rescate de 53 millones del Gobierno https://t.co/REWD96vu3w;Plus Ultra;NEG;NEG;POS
El IPC dispara los costes de las pymes un 23% en un año y estrangula la rentabilidad de miles de negocios https://t.co/VEKmjY5vdo;negocios;NEG;NEG;POS
Así suben las pensiones en Europa: la esperanza de vida es clave https://t.co/6YrGvNNkDS;Europa;POS;POS;POS
Asalariados y pensionistas ya sufren el alza silenciosa del IRPF por la inflación https://t.co/IDx8u6fsAN;IRPF;POS;NEG;NEG
Esperpento histórico en el Congreso por el 'vodevil' de la reforma de pensiones y la improvisación del Gobierno https://t.co/qhQtIPPTev;Gobierno;NEG;NEG;POS
España se desmarca de Europa con pensiones ligadas solo al IPC y pone en riesgo los fondos https://t.co/WBJkLQbeax;fondos;NEG;NEG;NEG
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer  https://t.co/3gzVOfVgc4;Aperam;NEG;NEG;POS
LaLiga denuncia al PSG por infringir las normas de fair play financiero  https://t.co/P46PovEXDx;PSG;NEG;POS;POS
Nothing: el nuevo fabricante de smartphones transparentes que desafía a Apple y Samsung  https://t.co/oKKFYeryML;Nothing;POS;POS;NEG
Un banquero de Credit Suisse es destituido por enviar mensajes no autorizados a sus clientes  https://t.co/hg7KLBBzO8;Credit Suisse ;NEG;NEG;POS
"Nunca desde diciembre de 2020 el bitcoin había cotizado en niveles tan bajos. 
https://t.co/Y6k7025JKk";bitcoin;NEG;NEG;POS
"La criptomoneda está a punto de perder también la barrera de los 20.000$. 
https://t.co/Y6k7025JKk";criptomoneda;NEG;NEG;POS
"El desplome no cesa.
https://t.co/Y6k7025JKk";desplome;NEG;NEG;NEG
El Tribunal General de la UE anula la multa de 1.000 millones de euros a Qualcomm  https://t.co/PCEbzunblF;Qualcomm;NEG;NEG;POS
"Un juzgado de Madrid investiga al dueño del Grupo Restalia, José María Fernández Capitán, a la propia sociedad y varias de sus filiales, como 100 Montaditos, por presuntamente estafar a decenas de franquiciados en España.

@agzarzalejos vía 
https://t.co/tYSxv2MudT";Restalia;NEG;NEG;POS
"Los inversores se preguntan hasta qué punto pueden aumentar el coste de la deuda de Italia sin hacer mella en la economía del país, fuertemente endeudado, mientras crece la venta en los mercados de bonos de la eurozona.

Vía @FT
https://t.co/5Kmq1uHaD3";Italia;NEG;NEG;NEG
Las grandes patronales industriales se rebelan contra el Gobierno por el fondo de renovables  https://t.co/1MATlPXtf3;Gobierno;NEG;NEG;POS
Zaragoza reducirá la factura de la luz a familias y pymes con placas solares en lugares públicos  https://t.co/24cij4Mtfg;luz;NEG;POS;POS
Triditive recauda 5 millones para acelerar la fabricación 3D en la industria  https://t.co/DYxH2eLCvi;industria;POS;POS;NEG
Un juez investiga al dueño de 100 Montaditos por estafa  https://t.co/usPyMUfgpv;100 Montaditos;NEG;NEG;POS
"El banco ha cerrado un acuerdo de tres años renovables con Riot Games, creador de League of Legends (LoL), para patrocinar las competiciones de Europa y Latinoamérica.

@EstelaMazo vía . https://t.co/I4zISnuZs0";banco;POS;POS;NEG
El bitcoin, en caída libre, baja a 20.000 dólares antes de la Fed  https://t.co/blm3OjCNsA;bitcoin;NEG;NEG;POS
"#eleccionesAndalucía: ""La estrategia de Moreno será su programa económico, con bajadas de impuestos y proyectos liberalizadores. En Madrid dio muy buen resultado y parece que será el mantra electoral del PP"". 

✍️Un análisis de @JavierAyusoC


https://t.co/1yIE9hSVj8";impuestos;NEG;POS;POS
"La Autoridad de Preparación y Respuesta ante Emergencias Sanitarias de la CE (HERA), firma un contrato con Bavarian Nordic para la compra de 109.090 dosis de su vacuna de 3ª generación contra la viruela del mono.

@margacastillo74 vía .
https://t.co/2AWgBPl3N2";HERA;POS;POS;NEG
El salario medio de España es el tercero más alto de la UE en relación con el PIB por habitante  https://t.co/FcRmAlfkk1;salario;POS;POS;POS
"Compañías de base tecnológica como Klarna, Bolt y Main Street han anunciado fuertes recortes en sus plantillas en las últimas semanas.

@nicolasmsarries vía .
https://t.co/BUlAs7PK5U";plantillas;NEG;NEG;POS
Nunsys saldrá a bolsa este verano  https://t.co/IGEmQvzRiq;Nunsys;POS;POS;NEG
"Hay una nueva ronda de subidas de los precios de las hipotecas a tipo fijo, y está vez está afectando de lleno a los mejores préstamos bonificados del mercado en esta modalidad.
https://t.co/Ypd1TlDBuC";hipotecas ;POS;NEG;NEG
"El Ibex y los bancos españoles, junto al mercado italiano, entre los más castigados desde la reunión del BCE de la semana pasada al resurgir el peligro de ""fragmentación"" del euro.
https://t.co/xPd5h2I2ug";Ibex;NEG;NEG;POS
El aumento del coste de la deuda lleva a Italia a la 'zona de riesgo'  https://t.co/oWHQ6X1atr;Italia;NEG;NEG;NEG
Musk planea despedir al 10% de la plantilla de Tesla por un «súper mal presentimiento» sobre la economía https://t.co/tSWB2e1uDN;Tesla;NEG;NEG;POS
La CNMV suspende la cotización de Acerinox ante una posible fusión con Aperam https://t.co/k1PN14FdCY;Acerinox;NEG;NEG;POS
Montero avala hacer fijos a 15.000 temporales de empresas públicas https://t.co/JHkz1HXIFP;temporales;POS;POS;NEG
Los alemanes compran un 7,7% menos de alimentos para soportar la subida de precios en el supermercado https://t.co/1EN8Pkjlgd;alimentos ;NEG;NEG;NEG
Garzón: «No necesita la misma subvención una gran fortuna que cobra 200.000 euros al año que una pequeña» https://t.co/hKKvKkKDa5;subvención ;NEG;POS;POS
El desempleo se reduce en 99.512 personas y baja de los tres millones impulsado por la campaña turística https://t.co/BXwXcTC4rc;desempleo ;NEG;POS;POS
Los expertos prevén mayor rigidez en los contratos por la reforma laboral y avisan de temporalidad encubierta https://t.co/5UiwWo3JDw;temporalidad;POS;NEG;NEG
Consumo anuncia que España tendrá «una ley específica» para regular las cajas botín de los videojuegos https://t.co/x6wkGtq4t9;videojuegos ;NEG;POS;POS
Correos encara tres jornadas de huelga en medio de un clima de alta tensión entre CCOO y UGT y la empresa https://t.co/VUx2ms2E5s;Correos ;NEG;NEG;POS
La Justicia europea avala la resolución de Banco Popular y rechaza devolver el dinero a los accionistas https://t.co/5zggg212dA;accionistas;NEG;NEG;POS
Gazprom anuncia que ya ha cortado «por completo» el gas a la danesa Orsted y a Shell Europe https://t.co/d0aQfOR6GF;Gazprom;NEG;NEG;POS
Iberia comienza a operar vuelos de largo radio con biocombustible de Repsol producido con residuos https://t.co/zTQMKhqsUJ;Iberia;POS;POS;POS
La eurozona sufre el mayor encarecimiento de precios de su historia con la inflación media al 8,1% https://t.co/MN45XFGMx1;precios;POS;NEG;NEG
Jordi Sevilla anima a Sánchez a aceptar la oferta de Feijóo para bajar el IRPF a las rentas más bajas https://t.co/cqoHZ3DtwN;IRPF;NEG;POS;POS
