Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
70 puestos cotizados para trabajar en 12 sectores emergentes;70 puestos cotizados;POS;POS;POS;puestos cotizados trabajar sectores emergentes
Gransolar explora su venta por hasta 1.000 millones;Gransolar;POS;POS;NEG;gransolar explora venta millones
Así es el plan del Gobierno para salvar empresas: quitas y entrar en el capital;plan Gobierno ;POS;POS;POS;así plan gobierno salvar empresas quitas entrar capital
Three Gorges cierra la compra de las renovables de los Masaveu;Three Gorges;POS;POS;NEG;three gorge cierra compra renovables masaveu
Los analistas apuntan a que Telefónica bajará el dividendo para mejorar su posición financiera;Telefónica;POS;POS;NEG;analistas apuntan telefónica bajará dividendo mejorar posición financiera
España, el país de la Unión Europea donde más crece la desigualdad salarial;España;NEG;NEG;POS;españa país unión europea crece desigualdad salarial
Las lagunas legislativas sobre la intervención de las CCAA amenazan la eficacia de los Perte;lagunas legislativas;NEG;NEG;NEG;laguna legislativas intervención ccaa amenazan eficacia perte
Aena destinará al menos 1.500 millones de euros a ampliar El Prat a partir de 2024;Aena;POS;POS;POS;aena destinará menos millones euro ampliar prat partir
"Richi Arambarri (Vintae): ""La empresa no está para que vivamos mejor""";empresa;NEG;NEG;NEG;richi arambarri vintae empresa vivamos mejor
Stripe, el mayor 'unicornio' de Silicon Valley tras ser valorada en 95.000 millones de dólares;Stripe;POS;POS;NEG;stripe mayor unicornio silicon valley tras ser valorada millones dólares
Cinco valores triplican la recuperación del Ibex en los últimos 12 meses;Ibex;POS;POS;POS;cinco valores triplican recuperación ibex últimos me
Wikipedia lanzará su versión de pago para empresas a final de año;Wikipedia;POS;NEG;NEG;wikipedia lanzará versión pago empresas final año
Samsung lanza dos nuevos smartphones de gama media con mejores pantallas y 5G;Samsung;POS;POS;NEG;samsung lanza do nuevos smartphones gama medium mejores pantallas g
El Ibex salva los 8.400 puntos gracias al giro alcista en Wall Street;Ibex;POS;POS;POS;ibex salva puntos gracias giro alcista wall street
El asistente oficial de Hacienda cuyas soluciones podrás descargar en PDF;asistente Hacienda;POS;POS;POS;asistente oficial hacienda cuyas soluciones podrás descargar pdf
Codere pide 100 millones más a sus bonistas y estudia capitalizar parte de su deuda;Codere;POS;POS;NEG;codere pide millones bonistas estudia capitalizar parte deuda
CaixaBank iniciará este lunes la unificación de la marca en su red de oficinas;CaixaBank;POS;POS;NEG;caixabank iniciará lunes unificación marca red oficinas
Las trabajadoras en ERTE no pueden cobrar la prestación por riesgo en el embarazo;trabajadoras;NEG;NEG;NEG;trabajadoras erte pueden cobrar prestación riesgo embarazo
Francia dará primas a los que desguacen su coche para comprar una bicicleta;Francia;POS;POS;POS;francia dará prima desguacen coche comprar bicicleta
Cellnex cierra su macroampliación de capital con fuerte demanda;Cellnex;POS;POS;NEG;cellnex cierra macroampliación capital fuerte demanda
Meliá trabaja en China con ocupaciones que llegan incluso al 100%;Meliá;POS;POS;NEG;meliá trabaja china ocupaciones llegan incluso
El Gobierno se compromete a subir las pensiones conforme al IPC y no habrá compensaciones por inflación negativa;pensiones;POS;POS;POS;gobierno compromete subir pensiones conforme ipc compensaciones inflación negativa
Openbank, nuevo patrocinador oficial del Mutua Madrid Open;Openbank;POS;POS;NEG;openbank nuevo patrocinador oficial mutua madrid open
Cellnex salta mañana al cuarto puesto por capitalización;Cellnex;POS;POS;NEG;cellnex salta mañana cuarto puesto capitalización
ETL lanza Medvision para el colectivo médico;Medvision;POS;POS;NEG;etl lanza medvision colectivo médico
Renfe suspende una licitación de 1.300 millones por contaminante;Renfe;POS;POS;NEG;renfe suspende licitación millones contaminante
Catarata de subidas de impuestos y nuevas tasas para este año y 2022;impuestos tasas;NEG;NEG;NEG;catarata subidas impuestos nuevas tasas año
Las aseguradoras verán reducida su red bancaria en 1.560 oficinas;aseguradoras;NEG;NEG;NEG;aseguradoras verán reducida red bancaria oficinas
Ferrovial y Acciona impugnan el principal contrato de Colau;Ferrovial;NEG;NEG;POS;ferrovial acciona impugnan principal contrato colau
CaixaBank planea igualar las condiciones laborales de su plantilla y la de Bankia;CaixaBank;POS;POS;NEG;caixabank planea igualar condiciones laborales plantilla bankia
Los usuarios del transporte público aumentaron un 31,6% en marzo, la primera subida en pandemia;usuarios;POS;POS;POS;usuarios transporte público aumentaron marzo primera subida pandemia
Nestlé, Heineken y P&G fueron las marcas que más innovación llevaron a los supermercados en 2020;Nestlé;POS;POS;NEG;nestlé heineken pg marcas innovación llevaron supermercados
El Gobierno encarecerá el recibo de la luz por la interconexión con Marruecos;luz;POS;NEG;NEG;gobierno encarecerá recibo luz interconexión marruecos
BBVA, primer banco español en sumarse a la Alianza para la Contabilidad del Carbono;BBVA;POS;POS;NEG;bbva primer banco español sumarse alianza contabilidad carbono
WhatsApp añade nuevas funciones para mejorar la comunicación entre empresas y clientes;WhatsApp;POS;POS;POS;whatsapp añade nuevas funciones mejorar comunicación empresas clientes
CaixaBank se abre a rebajar más los despidos por el ERE;CaixaBank;POS;POS;NEG;caixabank abre rebajar despidos ere
Acerinox se desploma un 7%: Nippon Steel coloca el 7,9% a 10,2 euros;Acerinox;NEG;NEG;POS;acerinox desploma nippon steel coloca euro
Las empresas ya trasladan a los precios la presión de las materias primas y la energía;empresas;NEG;NEG;NEG;empresas trasladan precios presión materias prima energía
Así es como Tous, Scalpers y D.Franklin pisan el acelerador digital tras el Covid-19;Tous;POS;POS;NEG;así tous scalper dfranklin pisan acelerador digital tras covid
Openbank abarata la hipoteca fija a los clientes más diligentes;Openbank;POS;POS;NEG;openbank abarata hipoteca fija clientes diligentes
Primafrio cancela su salida a Bolsa por la baja demanda;Primafrio;NEG;NEG;POS;primafrio cancela salida bolsa baja demanda
Primafrio aplaza su salida a Bolsa;Primafrio;NEG;NEG;POS;primafrio aplaza salida bolsa
El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración;indefinidos;POS;POS;POS;tribunal supremo convierte indefinidos interinos lleven tres años administración
Repsol sale al mercado para captar 1.250 millones en deuda sostenible;Repsol;POS;POS;NEG;repsol sale mercado captar millones deuda sostenible
Un plan de acción para reflotar el sector turístico;plan acción;POS;POS;POS;plan acción reflotar sector turístico
La banca puede convertirse en el sector con mayor rentabilidad por dividendo;banca;POS;POS;NEG;banca puede convertirse sector mayor rentabilidad dividendo
Alemania podría incluir a toda España en la zona de riesgo por Covid;España;NEG;NEG;NEG;alemania podría incluir toda españa zona riesgo covid
"Santander: ""Estamos atentos a oportunidades inorgánicas en EEUU""";Santander;POS;POS;NEG;santander atentos oportunidades inorgánicas eeuu
Recuperación e inflación, protagonistas de este semestre en los fondos;Recuperación;POS;POS;POS;recuperación inflación protagonistas semestre fondos
La firma de hipotecas alcanza niveles prepandemia y el tipo fijo gana adeptos;firma de hipotecas;POS;POS;POS;firma hipotecas alcanza niveles prepandemia tipo fijo gana adeptos
Tras los descalabros del lunes, el Ibex 35 lanza un claro mensaje de fortaleza;Ibex;POS;POS;POS;tras descalabros lunes ibex lanza claro mensaje fortaleza
Santander planta cara a los gigantes de Wall Street;Santander;POS;POS;NEG;santander planta cara gigantes wall street
El Corte Inglés eleva un 14% la deuda desde febrero tras unos gastos extra de 220 millones;Corte Inglés;NEG;NEG;POS;corte inglés eleva deuda febrero tras gastos extra millones
Wallbox promete a sus inversores la instalación de nuevas plantas por todo el mundo;Wallbox;POS;POS;NEG;wallbox promete inversores instalación nuevas plantas mundo
Goldman baja del 9% al 5,5% su previsión de alza del PIB de EE UU del tercer trimestre;Goldman;NEG;NEG;NEG;goldman baja previsión alza pib ee uu tercer trimestre
Disa redujo un 38% su negocio petrolero por el Covid;Disa;NEG;NEG;POS;disa redujo negocio petrolero covid
El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones;IPC;POS;POS;POS;ipc escala elevará factura pensiones millones
"La banca europea afronta su ""última oportunidad"" para crear un gran campeón de los pagos";banca europea;POS;POS;POS;banca europea afronta última oportunidad crear gran campeón pagos
La reforma de las pensiones sigue estando pendiente;pensiones;NEG;NEG;NEG;reforma pensiones sigue pendiente
La UE y AstraZeneca ponen fin a la batalla legal por los retrasos de entregas de vacunas;UE;POS;POS;POS;ue astrazeneca ponen fin batalla legal retrasos entregas vacunas
Fitch, Moody's y S&P otorgan grado de inversión a Cepsa;Cepsa;POS;POS;NEG;fitch moody sp otorgan grado inversión cepsa
Frinsa, proveedor de atún de Lidl o Carrefour, facturó un récord de 588 millones en 2020;Frinsa;POS;POS;NEG;frinsa proveedor atún lidl carrefour facturó récord millones
El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso;proyecto energético;POS;POS;POS;proyecto energético gobierno sale victorioso reválida congreso
Google reduce beneficio en España tras elevar un 31% la plantilla de la filial;Google;NEG;NEG;POS;google reduce beneficio españa tras elevar plantilla filial
Mirakl capta 472 millones para expandir el negocio de los 'marketplace';Mirakl;POS;POS;NEG;mirakl capta millones expandir negocio marketplace
Calviño aboga por retrasar la reforma fiscal hasta la recuperación;reforma fiscal;NEG;NEG;NEG;calviño aboga retrasar reforma fiscal recuperación
Los economistas ultiman rebajar del 6% su previsión de crecimiento para 2021 tras la revisión a la baja del INE;crecimiento;NEG;NEG;NEG;economistas ultiman rebajar previsión crecimiento tras revisión baja ine
Las autoridades chinas detienen al presidente y al consejero delegado de HNA;HNA;NEG;NEG;POS;autoridades china detienen presidente consejero delegado hna
La voracidad de China con el carbón impulsará aún más los precios de la energía;precios energía;POS;NEG;NEG;voracidad china carbón impulsará aún precios energía
"Argelia garantiza a España ""la continuidad del suministro"" de gas";España;POS;POS;POS;argelia garantiza españa continuidad suministro gas
Diez años después de la muerte de Steve Jobs, Apple sigue siendo la empresa más valiosa del mundo;Apple;POS;POS;NEG;diez años después muerte steve job apple sigue siendo empresa valiosa mundo
Renfe afronta mañana un nuevo día de paros parciales de los maquinistas;Renfe;NEG;NEG;POS;renfe afronta mañana nuevo día paros parciales maquinistas
La UE reduce su lista de paraísos fiscales en medio del escándalo por los 'Papeles de Pandora';UE;POS;POS;POS;ue reduce lista paraísos fiscales medio escándalo papeles pandora
Más recortes para el ahorro en planes de pensiones;planes pensiones;NEG;NEG;NEG;recortes ahorro plane pensiones
Presupuesto populista con cimientos frágiles;Presupuesto populista;NEG;NEG;NEG;presupuesto populista cimientos frágiles
Empieza el juicio por los 500 seísmos que causó la inyección de gas en Castor;Castor;NEG;NEG;NEG;empieza juicio seísmos causó inyección gas castor
Bancos y turísticas frenan el repunte de pagos de dividendos en 2021;pagos dividendos;NEG;NEG;NEG;bancos turísticas frenan repunte pagos dividendos
CaixaBank pierde cuota en empresas por la fusión: ganan Bankinter y Sabadell;CaixaBank;NEG;NEG;POS;caixabank pierde cuota empresas fusión ganan bankinter sabadell
Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA;Satander;POS;POS;NEG;grandes valores baratos europa incluyen banco santander bbva
Las 'Big Tech' crecen un 26% con el impulso de Microsoft y Google;Big Tech;POS;POS;POS;big tech crecen impulso microsoft google
Squid: así colapsó la criptomoneda del ‘Juego del calamar’;Squid;NEG;NEG;POS;squid así colapsó criptomoneda juego calamar
Facebook sabe que es nocivo para 360 millones de usuarios, el 12,5% del total;Facebook;NEG;NEG;NEG;facebook sabe nocivo millones usuarios total
Biden no cree que la OPEP+ vaya a ayudar con los precios del petróleo;OPEP+;NEG;NEG;NEG;biden cree opep vaya ayudar precios petróleo
Sabadell coloca 750 millones de euros en ‘cocos’ al 5%;Sabadell;POS;POS;NEG;sabadell coloca millones euro coco
Igualada reinventa su industria de la moda: tricot para el ‘fast fashion’ y piel para el lujo;Igualada;POS;POS;POS;igualada reinventa industria moda tricot fast fashion piel lujo
La Caixa invierte 150 millones en un proyecto urbanístico en Andorra;Caixa;POS;POS;NEG;caixa invierte millones proyecto urbanístico andorra
Glencore vende un 40% de su negocio agrícola a un fondo canadiense;Glencore;POS;POS;NEG;glencore vende negocio agrícola fondo canadiense
Pikolin, único finalista español al premio a la Excelencia Logística;Pikolin;POS;POS;NEG;pikolin único finalista español premio excelencia logística
Las ventas de vehículos de ocasión cae un 9,7% en el primer trimestre del año;ventas de vehículos;NEG;NEG;NEG;ventas vehículos ocasión cae primer trimestre año
La incubadora del CEEIARAGON acoge tres nuevas empresas;CEEIARAGON;POS;POS;NEG;incubadora ceeiaragon acoge tres nuevas empresas
El agua, elemento imprescindible para el desarrollo económico;agua;POS;POS;POS;agua elemento imprescindible desarrollo económico
Grup Peralada compra el edificio de Versace en el Passeig de Gràcia;Grup Peralada;POS;POS;NEG;grup peralada compra edificio versace passeig gràcia
El BCE invierte 348 millones en sus primeras compras de bonos de empresas;El BCE;POS;POS;POS;bce invierte millones primeras compras bonos empresas
Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética;hogares aragoneses;POS;POS;POS;hogares aragoneses podrían ahorrar millones año factura energética
La AIReF asegura que el PIB creció un 0,75% en el segundo trimestre y repuntará un 0,8% en el tercero;PIB;POS;POS;POS;airef asegura pib creció segundo trimestre repuntará tercero
El sector servicios crece al ritmo más rápido desde noviembre;sector servicios;POS;POS;POS;sector servicios crece ritmo rápido noviembre
"Ortiz devuelve 41 millones a Ikea y reclama 20 millones a Alicante y el Consell por ""errores""";Ortiz;NEG;NEG;POS;ortiz devuelve millones ikea reclama millones alicante consell errores
Los ‘nuevos’ ERTE mantienen la prohibición de despedir y eliminan las ventajas sociales a las empresas que no formen;ERTE;POS;POS;NEG;nuevos erte mantienen prohibición despedir eliminan ventajas sociales empresas formen
Santander ganó 2.911 millones de euros, un 32% menos, y supera previsiones;Santander;POS;POS;NEG;santander ganó millones euro menos supera previsiones
Hugo Boss advierte de que no cumplirá previsiones por el descenso de ventas en China;Hugo Boss;NEG;NEG;POS;hugo bos advierte cumplirá previsiones descenso ventas china
Avinatur sitúa su planta de Granada a la cabeza del sector;Avinatur;POS;POS;NEG;avinatur sitúa planta granada cabeza sector
Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya;Pérez Baquero;POS;POS;NEG;pérez baquero abrirá hotel estrellas junto plaça catalunya
Banco Sabadell supera las previsiones y eleva su beneficio un 11,6% hasta septiembre;Banco Sabadell;POS;POS;NEG;banco sabadell supera previsiones eleva beneficio septiembre
El número de desempleados aumenta en 932 personas en octubre;número desempleados;NEG;NEG;NEG;número desempleados aumenta persona octubre
Destinia cierra el 'Black Friday' con una subida del 34% en su facturación;Destinia;POS;POS;NEG;destinia cierra black friday subida facturación
El verano creó 5.000 empleos más en los mayores destinos;empleo;POS;POS;POS;verano creó empleos mayores destinos
El Sorteo de Navidad deja 1,46 millones en la provincia de Badajoz;Badajoz;POS;POS;POS;sorteo navidad deja millones provincia badajoz
Grocasa Hipotecas consolida su crecimiento en 2021;Grocasa Hipotecas;POS;POS;NEG;grocasa hipotecas consolida crecimiento
Las empresas han dado un salto de competitividad;empresas;POS;POS;POS;empresas dado salto competitividad
Los trabajadores de Nueva Pescanova irán a la huelga el 14 y el 21 de marzo;trabajadores de Nueva Pescanova;NEG;NEG;POS;trabajadores nueva pescanova irán huelga marzo
China lidera una nueva energía nuclear, limpia y barata, basada en el torio;China;POS;POS;POS;china lidera nueva energía nuclear limpia barata basada torio
El Chart de Hódar: Liberbank, a la cabeza del sector;Liberbank;POS;POS;NEG;chart hódar liberbank cabeza sector
Moneycorp crece en España con las miras puestas en América Latina;Moneycorp;POS;POS;NEG;moneycorp crece españa miras puestas américa latina
Wall Street vuelve a tirar del carro;Wall Street;POS;POS;POS;wall street vuelve tirar carro
El PIB francés crece un 0,3% en el primer trimestre;PIB;POS;POS;POS;pib francés crece primer trimestre
Empark se adjudica su primer contrato en Francia;Empark;POS;POS;NEG;empark adjudica primer contrato francia
Apple añade a su familia de tabletas un iPad Pro de 10,5 pulgadas;Apple;POS;POS;NEG;apple añade familia tabletas ipad pro pulgadas
Primark abre la tienda más grande de Cataluña en Tarragona;Primark;POS;POS;NEG;primark abre tienda grande cataluña tarragona
España, el país más barato de la eurozona para comprar ropa;España;POS;POS;POS;españa país barato eurozona comprar ropa
IBM presenta un procesador cuántico cuya capacidad de cálculo es imposible de simular con un ordenador clásico;IBM;POS;POS;NEG;ibm presenta procesador cuántico cuya capacidad cálculo imposible simular ordenador clásico
Diez planes de pensiones con rentabilidades superiores al 30%;planes de pensiones;POS;POS;POS;diez plane pensiones rentabilidades superiores
Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años;Boeing;POS;POS;NEG;boeing sube bolsa después volver senda beneficios tras do años
Ericsson podría recortar hasta 25.000 empleos fuera de Suecia;Ericsson;NEG;NEG;POS;ericsson podría recortar empleos suecia
La producción industrial modera su avance en julio con un alza del 2%;producción industrial;POS;POS;POS;producción industrial modera avance julio alza
Las empresas del Ibex 35 desaprovechan el potencial de las redes sociales;empresas;NEG;NEG;NEG;empresas ibex desaprovechan potencial redes sociales
Las gestoras catalanas frenan los reembolsos de sus fondos;gestoras catalanas;NEG;NEG;NEG;gestoras catalanas frenan reembolsos fondos
El fondo Lone Star cierra la compra de Novo Banco;Lone Star;POS;POS;NEG;fondo lone star cierra compra novo banco
Ávoris compra a Globalia la marca Latitudes;Ávoris;POS;POS;NEG;ávoris compra globalia marca latitude
Pensiones en España: tenemos un problema;Pensiones;NEG;NEG;NEG;pensiones españa problema
Solaria ganó 5,6 millones de euros hasta septiembre, casi el doble;Solaria;POS;POS;NEG;solarium ganó millones euro septiembre casi doble
Vodafone, una vieja estrella de rock;Vodafone;POS;POS;NEG;vodafone vieja estrella rock
Fomento tendrá licitadas las obras de los seis tramos del Corredor Murcia-Almería antes de junio de 2018;Fomento;POS;POS;POS;fomento licitadas obras seis tramos corredor murciaalmería junio
El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa;Chocolates Trapa;POS;POS;NEG;gobierno destaca ejemplo reconversión chocolate trapa
Allen & Overy y Herbert, las marcas más valoradas de Europa;Allen Overy;POS;POS;NEG;allen overy herbert marcas valoradas europa
Correos abre su Departamento de Envíos Extraordinarios por Navidad;Correos;POS;POS;NEG;correos abre departamento envíos extraordinarios navidad
El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses;Gobierno de Aragón;POS;POS;POS;gobierno aragón resuelve casi mil becas universitarios aragoneses
"Roberto Scholtes: ""La Bolsa europea puede subir hasta un 12% este año""";La Bolsa europea;POS;POS;POS;roberto scholtes bolsa europea puede subir año
El precio de la vivienda nueva sube un 5% en 2017, la mayor subida en diez años;precio vivienda nueva;POS;NEG;NEG;precio vivienda nueva sube mayor subida diez años
El futbolista del Real Madrid Marcelo paga medio millón de euros a Hacienda y evita una pena de cárcel de 4 meses;Marcelo;NEG;POS;POS;futbolista real madrid marcelo paga medio millón euro hacienda evita pena cárcel me
HSBC toma un 6,9% de Axiare en plena opa de Colonial;HSBC;POS;POS;NEG;hsbc toma axiare plenum opa colonial
Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu;Aragón;POS;POS;POS;aragón sigue fortaleciendo relaciones comerciales yiwu
Inditex es optimista ante el cierre de su ejercicio;Inditex;POS;POS;NEG;inditex optimista cierre ejercicio
El recibo de la luz bajaría un 55% en 2050 si se cumpliera la reducción de emisiones;recibo luz;NEG;POS;POS;recibo luz bajaría si cumpliera reducción emisiones
Ana Botín ingresará este jueves 1,21 millones de euros por el tercer dividendo a cuenta de Santander;Ana Botín;POS;POS;NEG;ana botín ingresará jueves millones euro tercer dividendo cuenta santander
"Siemens Gamesa: el ajuste de plantilla no se hizo bien porque ""hubo mucho ruido y rumores""";Siemens Gamesa;NEG;NEG;POS;siemens gamesa ajuste plantilla hizo bien ruido rumores
Aena estudia mejorar el dividendo para aplacar las exigencias de TCI;Aena;POS;POS;NEG;aena estudia mejorar dividendo aplacar exigencias tci
España pierde su segundo arbitraje internacional por el recorte de las primas a las renovables;España;NEG;NEG;NEG;españa pierde segundo arbitraje internacional recorte prima renovables
Así puede obligarte tu banco a pagar comisiones: puede pasar en esos casos;banco;POS;NEG;NEG;así puede obligarte banco pagar comisiones puede pasar casos
Amazon duplicará plantilla en España con la creación de 1.600 empleos en 2018;Amazon;POS;POS;NEG;amazon duplicará plantilla españa creación empleos
Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche;Citroën;POS;POS;NEG;citroën lanza unas gafas antimareo facilitar operación salida viajes coche
El mayor fabricante mundial de semiconductores, afectado por un virus informático;fabricante;NEG;NEG;POS;mayor fabricante mundial semiconductores afectado virus informático
Tercer mes a la baja en el Ibex-35;Ibex;NEG;NEG;NEG;tercer me baja ibex
Las bolsas suben aupadas por el crudo y pese al FMI;bolsas;POS;POS;POS;bolsas suben aupadas crudo pese fmi
Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más;Aena;POS;POS;NEG;aena registró millones pasajeros marzo
Se duplican los accidentes laborales mortales en Euskadi, con once fallecidos hasta marzo;accidentes laborales;NEG;NEG;NEG;duplican accidentes laborales mortales euskadi once fallecidos marzo
Los maquinistas de Renfe convocan cuatro días de huelga en junio;Renfe;NEG;NEG;POS;maquinistas renfe convocan cuatro días huelga junio
España se mantiene como el segundo país de la eurozona con mayor tasa de paro;España;NEG;NEG;NEG;españa mantiene segundo país eurozona mayor tasa paro
El Ibex recupera un 2,48% de la sangría 'post-Brexit';Ibex;POS;POS;POS;ibex recupera sangría postbrexit
Amazon planta cara a El Corte Inglés: entrega en 1 hora alimentos frescos;Amazon;POS;POS;NEG;amazon planta cara corte inglés entrega hora alimentos fresco
Picardo: «Un 'brexit' duro para el Reino Unido amenazaría la economía de Gibraltar»;economía Gibraltar;NEG;NEG;NEG;picardo brexit duro reino unido amenazaría economía gibraltar
Un 20% de las horas extras trabajadas en la hostelería son en negro;horas extras;NEG;NEG;NEG;horas extra trabajadas hostelería negro
Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno;hogares vulnerables;POS;POS;POS;sánchez anuncia nuevas ayudas hogares vulnerables invierno
Unicaja ofrece prejubilaciones a los 57 años en su ERE;Unicaja;POS;NEG;NEG;unicaja ofrece prejubilaciones años ere
El G7 empuja la reforma fiscal que obligará a pagar más a las multinacionales;multinacionales;POS;POS;NEG;g empuja reforma fiscal obligará pagar multinacionales
Los carburantes repuntan a nuevos máximos y acumulan un encarecimiento de hasta el 15%;carburantes;POS;NEG;NEG;carburantes repuntan nuevos máximos acumulan encarecimiento
Calviño quiere aumentar el escaso 7% de pymes que trabajan con Inteligencia Artificial;pymes;POS;POS;NEG;calviño quiere aumentar escaso pymes trabajan inteligencia artificial
Francia estrena el derecho a la 'desconexión' laboral;desconexión laboral;POS;POS;NEG;francia estrena derecho desconexión laboral
El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses;cláusulas suelo;POS;POS;POS;acuerdo extrajudicial contempla devolución cláusulas suelo tres me
Maroto prevé «meses duros» pero confía en recuperar el turismo antes del verano;turismo;POS;POS;POS;maroto prevé me duros confía recuperar turismo verano
La mitad de los españoles reducirá sus gastos esta Navidad;españoles;POS;POS;NEG;mitad españoles reducirá gastos navidad
Una de cada diez empresas cerrará y la mitad entrará en pérdidas;empresas;NEG;NEG;NEG;cada diez empresas cerrará mitad entrará pérdidas
La cuota de los autónomos sube hasta 24 euros más al mes;cuota;NEG;NEG;NEG;cuota autónomos sube euro me
Los desahucios, en el nivel más bajo desde 2014, tras caer un 6,4% el año pasado;desahucios;POS;POS;POS;desahucios nivel bajo tras caer año pasado
BBVA y Sabadell se repartirán la cúpula de la entidad fusionada;BBVA;POS;POS;NEG;bbva sabadell repartirán cúpula entidad fusionada
El Ibex 35 lidera Europa y se asienta sobre los 9.800 puntos;Ibex;POS;POS;POS;ibex lidera europa asienta puntos
La banca estadounidense también se suma al exilio fiscal;banca estadounidense;NEG;NEG;NEG;banca estadounidense suma exilio fiscal
El Popular cierra su semana negra con pérdidas de 800 millones en Bolsa;Popular;NEG;NEG;POS;popular cierra semana negra pérdidas millones bolsa
La fortaleza del euro entorpece la recuperación del Viejo Continente;recuperación del Viajo Continente;NEG;NEG;NEG;fortaleza euro entorpece recuperación viejo continente
Calviño calcula un crecimiento superior al 10% en el tercer trimestre;crecimiento;POS;POS;POS;calviño calcula crecimiento superior tercer trimestre
El sector 'fintech' se alía con el ahorro;sector fintech;POS;POS;POS;sector fintech alía ahorro
Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España;Inditex;POS;POS;NEG;inditex mercadona santander empresas mejor reputación corporativa españa
Bajas comisiones, factor esencial al elegir banco;Bajas comisiones;POS;POS;POS;bajas comisiones factor esencial elegir banco
Mercadona contrata a 7.000 personas para el verano;Mercadona;POS;POS;NEG;mercadona contrata persona verano
Nissan amaga con cerrar la planta de Barcelona ante la huelga de la plantilla;Nissan;NEG;NEG;POS;nissan amaga cerrar planta barcelona huelga plantilla
Bankia asume otro ajuste de red y plantilla al absorber BMN;Bankia;POS;NEG;NEG;bankia asume ajuste red plantilla absorber bmn
Los hogares aumentaron sus compras un 180% esta semana ante el repunte del coronavirus;hogares;POS;NEG;POS;hogares aumentaron compras semana repunte coronavirus
La CNMV prohíbe las ventas en corto sobre acciones de 69 sociedades por el impacto del coronavirus;ventas;NEG;NEG;NEG;cnmv prohíbe ventas corto acciones sociedades impacto coronavirus
La UE devuelve a Panamá a su lista negra de paraísos fiscales;Panamá;NEG;NEG;NEG;ue devuelve panamá lista negra paraísos fiscales
Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones;Ferrero;POS;POS;NEG;ferrero compra nestle negocio dulces eeuu millones
Telefónica consolida su racha alcista y alcanza máximos de dos meses;Telefónica;POS;POS;NEG;telefónica consolida racha alcista alcanza máximos do me
Bruselas denunciará a España ante el TUE si no aplica las normas europeas sobre fondos de inversión;España;NEG;NEG;NEG;bruselas denunciará españa tue si aplica norma europeas fondos inversión
Airbnb ficha a un directivo de Amazon como director financiero global;Airbnb;POS;POS;NEG;airbnb ficha directivo amazon director financiero global
El Supremo avala anular las 35 horas semanales para los funcionarios vascos;funcionarios vascos;NEG;NEG;NEG;supremo avala anular horas semanales funcionarios vascos
El bitcóin cae a mínimos de dos meses tras la prohibición de publicidad en Facebook;bitcóin;NEG;NEG;POS;bitcóin cae mínimos do me tras prohibición publicidad facebook
El Ibex-35 pierde un 0,29% en la sesión y gana un 0,14% en octubre;Ibex;NEG;NEG;NEG;ibex pierde sesión gana octubre
BBVA, líder mundial en banca móvil por tercer año consecutivo;BBVA;POS;POS;NEG;bbva líder mundial banca móvil tercer año consecutivo
El Black Friday salva la venta de coches en Euskadi;venta de coches;POS;POS;POS;black friday salva venta coches euskadi
Realia gana un 74% menos en 2017 por los extraordinarios de 2016;Realia;NEG;NEG;POS;realia gana menos extraordinarios
Los sueldos inician su recuperación en Euskadi tras cuatro años de bajadas;sueldos;POS;POS;POS;sueldos inician recuperación euskadi tras cuatro años bajadas
"Dava Newman: ""Amazon será un actor importante en la comercialización del espacio""";Amazon;POS;POS;NEG;dava newman amazon actor importante comercialización espacio
El Ibex-35 se marea con el BCE, la investidura fallida y los resultados y pierde los 9.300 puntos;Ibex;NEG;NEG;NEG;ibex marea bce investidura fallida resultados pierde puntos
Las familias sacan 50.000 millones de depósitos en un año por su baja rentabilidad;familias;NEG;NEG;NEG;familias sacan millones depósitos año baja rentabilidad
La CEOE pide un pacto de estado para impulsar la industria;Industria;POS;POS;POS;ceoe pide pacto impulsar industria
La Eurocámara exige la mejora de las condiciones laborales en el sector de la aviación;condiciones labolares;POS;POS;POS;eurocámara exige mejora condiciones laborales sector aviación
Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones;Sabadell;POS;POS;NEG;sabadell negocia venta carteras inmobiliarias valoradas millones
El banco central de China sube los tipos interbancarios tras el alza de la Fed;tipos;POS;NEG;NEG;banco central china sube tipos interbancarios tras alza fed
