ID,Heading,Target,S. Target,S. Others,S. Society
4573155,El Gobierno de EEUU investiga 11 accidentes supuestamente provocados por el piloto automático de Tesla,piloto automático de Tesla,-1,0,-1
4573378,"Mercadona sube un 6,5% el sueldo a sus trabajadores",,,,
4574551,España ya cuenta con 9 unicornios y con 20 compañías que podrían serlo en los próximos dos años,España,1,0,1
4575688,"Guía para ser una pyme sostenible, que responda a las exigencias ambientales de sus clientes",pyme sostenible,1,1,1
4577973,Amazon (también) te lleva a viajar al espacio,Amazon,1,0,1
4578094,Corregir un billete de avión es más caro que comprar otro pasaje,Corregir un billete de avión,1,0,1
4582043,El Xiaomi Mi 11i es perfecto para los que huyan de las curvas en pantalla y busquen rendimiento en un gama alta muy solvente,El Xiaomi Mi 11i,1,0,1
4582220,"El Volvo XC60 cuida de ti como tú cuidas de los demás: así son las innovaciones en seguridad de Volvo, explicadas en este video",El Volvo XC60,1,0,1
4582372,"El Xiaomi Redmi Note 10 tiene una cámara más modesta que su versión Pro, pero con una batería duradera, carga rápida, perfecto para 'gaming' y excelente relación calidad/precio",Xiaomi Redmi Note 10,1,0,1
4582374,12 cosas que es mejor que compres de segunda mano y te harán ahorrar cientos de euros,segunda mano,1,0,1
4582584,"""La restauración es un sector muy poco actualizado tecnológicamente""",La restauración,-1,0,-1
4583557,Así se invierten los fondos del sistema nacional de pensiones: mercado extranjero toma fuerza,mercado extranjero,1,0,0
4587857,Mercadotecnia 2020: Alcanzar la velocidad del cambio,Mercadotecnia 2020,1,0,0
4588547,La deuda pública española crece en el último año más de un 9%,deuda pública española,-1,-1,-1
4589321,­El lado más absurdo del turismo de masas llega al teatro Lliure,turismo de masas,-1,0,0
4590316,Entra en vigor la ley de transformación digital del sistema financiero: cómo afectará a la economía española,ley de transformación digital,1,1,1
4592455,Georgieva (FMI) advierte de que las subidas de tipos en EEUU pueden enfriar la recuperación de algunos países,Georgieva (FMI),1,-1,-1
4594011,La castellonense Valfortec invertirá 18 millones en un planta entre Elda y Novelda,La castellonense Valfortec,1,0,1
4594012,La negociación del salario mínimo se retrasa por la falta de apoyos para la reforma laboral,negociación del salario mínimo,-1,0,-1
4594675,Encontrar un abogado de familia especializado de manera inmediata es posible gracias a LexGoApp,LexGoApp,1,0,1
4595636,Los bonos en dólares cayeron y el riesgo país se disparó por encima de 1800 puntos,bonos dólares,-1,-1,-1
4596977,El regulador británico difunde respuestas de las partes a la compra de Hutchinson por Cellnex,El regulador británico,1,0,0
4603068,El FMI prevé una “carrera de obstáculos” en la recuperación en 2022,El FMI,-1,-1,-1
4606527,La otra cara del hundimiento del petróleo: las navieras convierten sus megabuques en almacenes flotantes alquilados a precios de oro a grandes energéticas,hundimiento del petróleo,1,-1,-1
4606689,"El Tamagotchi regresa por todo lo alto: pantalla a color, cámara y mucho más",El Tamagotchi,1,0,0
4624693,"El despliegue del 5G es una oportunidad de oro para que Europa se iguale a EEUU y China en la carrera tecnológica, según la exministra Pilar del Castillo",despliegue del 5G,1,1,1
4624902,"Un joven 'gamer' de 17 años gana 1,4 millones de euros en 2020 revendiendo en tiempos de pandemia PS5, Xbox Series X/S y otros productos de lujo",Un joven 'gamer',1,0,0
4627293,Una directiva con burbujas en la sangre,Una directiva,-1,0,0
4630113,"IBM retira su negocio de reconocimiento facial y su CEO pide un ""diálogo nacional"" sobre el encaje legal y el uso de esta tecnología",IBM,1,0,1
4631151,Se abren oportunidades de trabajo en Austria: cuánto pagan y cómo aplicar desde Argentina,oportunidades de trabajo en Austria,1,0,1
4648297,El Corte Inglés está buscando trabajadores para su campaña de Navidad: así puedes apuntarte a las ofertas,El Corte Inglés,1,0,1
4659947,El AWACS: El “súper radar” capaz de controlar una batalla aérea,El AWACS,1,1,1
4661366,"Los Xiaomi Mi 11 Ultra y Mi 11i llegan a España para batirse en duelo con lo mejor del mercado: buena cámara, diseño y procesador",Xiaomi Mi 11 Ultra,1,-1,0
4666726,Samsung tiene unos auriculares inalámbricos llamados Galaxy Buds de 149 euros para competir con los AirPods de Apple: estas son las principales diferencias,Samsung,1,-1,1
4666755,"Google ha empezado silenciosamente a escanear todas tus fotos para identificar textos, pero podría estar incumpliendo el GDPR al no haberte pedido permiso primero",Google,-1,0,-1
4666788,"Slack se dispara casi un 50% en su estreno en Bolsa en Wall Street: empieza a cotizar a 38,5 dólares la acción",Slack,1,0,0
4666793,La tarifa móvil como sustituto de la linea de internet fijo en casa,La tarifa del móvil,1,0,1
4668616,El Gobierno confirma que analizará cobrar el impuesto a la herencia en 2022,El Gobierno,1,0,-1
4669704,Así evolucionaron las fortunas de los más ricos de entre los ricos en 2021,fortunas de los más ricos,1,0,0
4672864,EE.UU. alza la voz contra la reforma eléctrica de México que también afecta a la española Iberdrola,EE.UU.,1,1,0
4681567,Estas 2 gráficas muestran cómo ha evolucionado el empleo femenino durante las 2 últimas crisis: pocos cambios entre 2008 y 2013 y en paralelo a la ocupación masculina durante la pandemia,empleo femenino,0,0,0
4683868,Gigas pide aprovechar el programa 'Kit Digital' para reforzar el ecosistema tecnológico nacional,programa 'Kit Digital',1,1,1
4690600,Commerzbank y su posible fusión,Commerzbank,1,0,0
4693734,"Un informe marca el camino para cambiar el curso del cambio climático: 3 años y 3 billones de inversión para reducir drásticamente las emisiones, crear 9 millones de empleos y aumentar el PIB mundial",curso del cambio climático,1,1,1
4694325,Elon Musk se burla de Jeff Bezos,Elon Musk,-1,0,0
4697508,Sodercan aprueba ayudas para nueve proyectos de I+D de economía circular,Sodercan,1,0,1
4697889,El dólar frena ganancias a la espera de la decisión de la Fed,El dólar,-1,-1,-1
4701538,El PSOE advierte de que oponerse a la reforma laboral perjudica al diálogo social,la reforma laboral,1,1,1
4705657,"Consultorio de Fondos con José María Luna, Luna y Sevilla Asesores Patrimoniales",Consultorio de Fondos,0,0,0
4705757,El número de inversores en la Bolsa española cae un 35% en 2021,inversores en la Bolsa española,-1,-1,-1
4705777,"Eurofinsa se adjudica su segundo contrato de obras en Paraguay por 28,5 millones de dólares",Eurofinsa,1,0,0
4710475,Este smartwatch te dice cuánta energía te queda para que controles tu estrés y está ahora mismo rebajado más de 70 euros en Amazon,smartwatch,1,0,1
4712658,Dólar futuro: intervención oficial cayó hasta niveles que no se veían desde antes de la crisis del COVID,intervención oficial,-1,-1,-1
4715608,Lo que debes saber este miércoles antes de que abra el mercado (+Podcast),mercado,0,0,0
4716242,El precio de la luz baja ligeramente y la gasolina está disparada: estas son las franjas horarias más baratas,precio de la luz,1,1,1
4719943,6 errores que tienes que evitar al alquilar una oficina,6 errores,-1,-1,0
4720052,Cómo van a cambiar los contratos de alquiler con la derogación del decreto de vivienda,contratos de alquiler,0,0,0
4723313,Amazon acaba de lanzarse al negocio del renting en España: así puedes alquilar un Tesla o un BMW desde su web,Amazon,1,0,1
4723404,Así es el coche autónomo del ejército español,coche autónomo,1,0,0
4732264,WhatsApp identificará los mensajes reenviados para combatir la desinformación,WhatsApp,1,0,1
4735069,Tendencias on demand: Calidad local con proyección global ,calidad local,1,0,1
4736402,Toushka celebra la 2º edición del Foro de Inversión en Venture Capital,Toushka,1,0,0
4743017,El mercado del cannabis por edades,mercado del cannabi,0,0,0
4752269,Biotecnología es el referente para el desarrollo de nuevos clústeres,Biotecnología,1,1,0
4756194,La Ruta Xacobea de AC bate un récord,La Ruta Xacobea de A,1,0,0
4762844,Las economías avanzadas frenan su recuperación: la OCDE avanza que el crecimiento ha tocado techo y se ralentizará en los próximos meses,Las economías avanzadas,-1,-1,-1
4762901,"Ley Rider, más subidas al salario mínimo o regular los precios del alquiler: los deberes del Gobierno para 2021 que la pandemia metió en un cajón",deberes del Gobierno,1,0,1
4772406,«Soy ALT es la radio que nos gustaría escuchar»,Soy ALT ,1,0,1
4778685,Vodafone,Vodafone,0,0,0
4783253,Barcelona acogerá las primeras pruebas de la nueva Fórmula 1,Barcelona,1,1,1
4783344,"Con sus 1500 caballos de fuerza, llegó el Bugatti Chiron",el Bugatti Chiron,1,0,0
4783392,La luz superará este jueves los 400 euros MWh y marcará récord histórico,La luz,-1,-1,-1
4788185,Revelan que el Club de París le hizo un pedido especial al Gobierno para que acuerde con el FMI,Club de París,-1,0,-1
4790259,Majorel desembarca en Macedonia del Norte y Ghana,Majorel,1,0,1
4791325,"Cómo comprar NFT’s, ventajas y desventajas de “inversión”",NFT’s,0,0,0
4791670,Vacíos legales en la lucha contra la corrupción y la inseguridad,Vacíos legales,-1,-1,-1
4802303,Banc Sabadell gana 530 millones en 2021: TSB ya aporta el 22% del beneficio,Banc Sabadell,1,0,0
4805114,"La Primera de Expansión sobre Aena, El Corte Inglés, Nomura y la decisión de la Fed de subir tipos en marzo",La Primera de Expansión,1,1,1
4806995,Hochtief (ACS) construirá un túnel en Gales por 250 millones para transportar electricidad,Hochtief (ACS),1,1,1
4809065,La revista ejecutivos ha celebrado la III edición de los premios ejecutivos Cantabria,La revista ejecutivos,1,1,0
4809320,La supremacía estadounidense en Inteligencia Artificial amenazada por China,La supremacía estadounidense,-1,0,0
4815490,El sofisticado y elegante bolso de Desigual que está rebajado un 40%,bolso de Desigual,1,0,1
4822562,"Suecia aprueba plan para enterrar durante 100,000 años el combustible nuclear",Suecia,1,1,1
4838498,"Ferrovial construirá un tramo del gaseoducto que conecta Noruega, Dinamarca y Polonia por 70 millones",Ferrovial,1,0,1
4841304,CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia,CaixaBank,1,-1,0
4841395,"Bolsas en rojo, tras el ‘efecto coronavirus’ y los malos datos macro",Bolsas en rojo,-1,-1,-1
4847614,inbestMe vuelve a bajar sus comisiones,inbestMe,1,1,1
4851143,Banco Sabadell cocina un incremento del dividendo,Banco Sabadell,1,1,1
4857705,"El programa Horizonte Europa, centrado en los ecosistemas, la biodiversidad y la economía circular",programa Horizonte Europa,1,0,1
4858610,Fempa facilita el acceso a la profesión de conservador de ascensores,Fempa,1,0,1
4865139,Carrefour pone en marcha una iniciativa social para adquirir vehículos adaptados a favor de menores con discapacidad,Carrefour,1,1,1
4865226,El Banco de Inglaterra mantiene tipos y espera que la inflación llegue al 4% en el cuarto trimestre,Banco de Inglaterra,-1,-1,-1
4865714,"Latam prevé operar a 72% de capacidad en enero, pero condicionado al avance de ómicron",Latam,1,0,0
4867533,El Supremo ratifica la validez de las hipotecas IRPH tras las últimas resoluciones del Tribunal de la UE,El Supremo,1,1,0
4867970,Los cuatro directivos de Repsol investigados por el vertido no podrán salir de Perú durante 18 meses,directivos de Repsol,-1,0,-1
4882063,De Megasa a Coren: las mujeres toman las riendas en la empresa gallega,las mujeres,1,0,1
4892211,BANCOS,BANCOS,0,0,0
4893312,Renfe y Adif se preparan para una nueva jornada de paros parciales,Renfe,-1,0,-1
4923735,Este gráfico muestra por qué los problemas de la banca van más allá del COVID-19,problemas de la banca,-1,-1,-1
4923766,Ikea declara la guerra al desperdicio de alimentos en sus restaurantes españoles,Ikea,1,0,1
4934267,La Generalitat Valenciana presentará este lunes las alegaciones a la propuesta de financiación,La Generalitat Valenciana,-1,0,0
4935897,"La CEPAL estima que la economía argentina caerá un 10,5% en 2020",la economía argentina,-1,-1,-1
4935902,"Por la pandemia Argentina está en el podio de aumento de la desigualdad en la región, indicó la Cepal",Argentina,-1,-1,-1
4950257,Por la senda de la sostenibilidad que traza el Pacto Mundial,el Pacto Mundial,1,1,1
4950534,"La nueva colección de maquillaje de Deliplus ya está aquí, y no viene sola",Deliplus,1,0,0
4952270,"CaixaBank rebaja a la mitad el interés fijo de su hipoteca, pero solo para vivienda habitual",CaixaBank,1,0,1
4952532,"La luz cierra este lunes enero con un descenso del 4 % hasta 221,82 euros/MWh",La luz,1,1,1
4953776,El IPC baja cinco décimas en enero y se sitúa en el 6% por el menor coste de la electricidad,El IPC,1,1,1
4955701,LA BANCA ANTE LA JUSTICIA DE LA UE,LA BANCA,0,0,0
4959185,Indra refuerza la seguridad en superficie en dos grandes aeropuertos de Corea del Sur,Indra,1,1,1
4964288,Banco Popular,Banco Popular,0,0,0
4964403,Banxico: De la quiebra en el ‘error de diciembre’ a acumular 202 mil mdd en 27 años,Banxico,1,0,0
4964607,"El lavado de cara a los impuestos que permitiría a España crecer más y crear más empleo, según el IEE",España,1,1,1
4965819,El pájaro de Darwin y la economía zombi,economía zombi,-1,0,0
4979663,"La cartera de cuero de Lidl por 12,99 euros que se agota en horas",Lidl,1,-1,1
4989248,"Los proyectos incluyen la construcción de embalses para grandes bombeos, el aprovechamientos de minas y la instalación de hidrotornillos",Los proyectos,1,1,1
4992126,Aurorajobs levanta 220.000 euros en su primera ronda de inversión para ayudar al talento joven a entrar en el mercado laboral,Aurorajobs,1,0,1
4999306,EROSKI inaugura un supermercado franquiciado RAPID en la gasolinera AVIA de Zubiri,EROSKI,1,0,1
5000061,Las exportaciones de alimentos y bebidas crecen a doble dígito en 2021 y superan los 35.000 millones de euros,exportaciones de alimentos y bebidas,1,0,1
5000090,Las bajas del Mobile World Congress,Mobile World Congress,0,0,0
5001096,WPP adquiere a la estadounidense The Glover Park Group,WPP,1,0,0
5001157,"Yalitza Aparicio, la construcción de un inesperado branding personal",Yalitza Aparicio,1,0,0
5001986,Vitalik Buterin ayudará a Dogecoin hacia la Prueba de Participación,Vitalik Buterin,1,1,0
5003461,México financiará programas sociales para comunidades rurales de Cuba,México,1,0,1
5004849,Las ventas de coches en España firman su segundo peor enero en más de dos décadas,ventas de coches,-1,0,0
5005758,Se vendieron más motos que autos por primera vez en la historia,motos,1,1,0
5006780,Suben las bolsas europeas con el sector minero en máximos de dos años,bolsas europeas ,1,1,1
5014127,"El ""Operativo Máximo"" causa un temblor en el PJ bonaerense","El ""Operativo Máximo""",-1,-1,0
5015378,Regulador de comercio de EU revisará acuerdo entre Microsoft y Activision,Regulador de comercio de EU,0,0,0
5025490,"ESG y reputación, el único camino para crecer",ESG,1,1,0
5028974,Las Zonas Francas,Las Zonas Francas,0,0,0
5035818,La startup barcelonesa TestGorilla recauda 1 millón de euros gracias a la COVID‑19,startup barcelonesa TestGorilla,1,0,0
5036651,E-COMMERCE,E-COMMERCE,0,0,0
5038837,Asagua reclama al Gobierno la firma del Pacto Nacional por el Agua,Asagua,1,0,1
5040657,CaixaBank cierra 2021 como el grupo líder en gestión de fondos,CaixaBank,1,-1,0
5042777,Bitcoin: los bancos tienen miedo de quedarse afuera de la 'fiesta cripto',Bancos,-1,0,0
5044021,Los inspectores de Trabajo preparan huelga en marzo ante el “abandono” de Díaz y Montero,inspectores de Trabajo,-1,-1,0
5045761,Unas fotos en Acapulco y una acusación de racismo ponen en aprietos a Cosmopolitan,Cosmopolitan,-1,0,0
5046748,50 cmo’s más influyentes para 2020,50 cmo’s,1,0,0
5046749,"Sitio del día: Swiftkey, una app para escribir más rápido",Swiftkey,1,0,1
5047466,"El Ibex 35 se ‘da la vuelta’ y cierra con una caída del 0,15%",El Ibex 35,-1,-1,-1
5047687,Salesforce acaba de cerrar un acuerdo para comprar Tableau por 13.880 millones de euros en acciones,Salesforce,1,0,0
5049450,"Sorteo del sueldo de Javier Milei: cómo anotarse, cuándo es y el monto total",Sorteo del sueldo de Javier Milei,1,0,1
5056084,Sacyr firma con los sindicatos la renovación de su plan de igualdad hasta 2026,Sacyr,1,0,1
5056154,Estados Unidos inaugura un museo dedicado a los NFT,Estados Unidos,1,0,1
5059765,"Es momento de crear nuevos sistemas de protección social, dice OIT a gobiernos",OIT,1,1,1
5060836,"Los Charts de Carmen Ramos: BBVA, Rovi y OHLA",Charts de Carmen Ramos,0,0,0
5062190,"Protección de datos multa con 5,81 millones a varias operadoras por duplicados fraudulentos de tarjetas SIM",Protección de datos,1,1,1
5064327,El comodín de Botín para convertirse en líder en el mercado clave de BBVA,Botín,1,0,0
5064833,Esto es lo que pueden deducirse los autónomos,los autónomos,1,0,1
5069246,Repsol innova en A Coruña: transforma el aceite de freír en diésel renovable,Repsol,1,0,1
5072091,La insurtech chilena Betterfly levanta 125M$ y se convierte en unicornio,insurtech chilena Betterfly,1,0,0
5072574,PwC deja como mentirosos a Torres y el BBVA respecto al 'forensic' sobre Villarejo,PwC,1,-1,0
5076315,Icónica marca de cosméticos presuntamente analiza la venta de partes de su negocio,Icónica marca de cosméticos,-1,0,0
5086896,"Acuerdos comerciales, sinónimo de oportunidades para República Dominicana",Acuerdos comerciales,1,1,1
5095809,Operaciones furtivas de bitcoin en China se disparan de nuevo,operaciones furtivas de bitcoin,-1,-1,-1
5096124,Clínica INDISA completó inversiones por US$ 10 millones para potenciar capacidad de diagnóstico en imágenes,Clínica INDISA,1,0,1
5106627,Los empresarios catalanes lamentan el “amateurismo económico” de ERC con la reforma laboral,empresarios catalanes,-1,-1,-1
5107019,Mahou San Miguel crece en Estados Unidos tras hacerse con el 70% de la 'craft' Avery Brewing,Mahou San Miguel,1,0,0
5114546,"El Cabildo aumenta el presupuesto en Industria y Energía en más de 1,2 millones",El Cabildo,1,1,1
5116576,La prensa internacional destaca la llegada de fondos de la UE por la aprobación de la reforma laboral,fondos de la UE,1,1,1
5122488,OHLA reduce su deuda en 100 millones por la liquidación del tren de Móstoles a Navalcarnero,OHLA,-1,0,0
5128519,Tras la reforma laboral llegó el tiempo de aprobar otras leyes,reforma laboral,1,1,1
5128830,Facebook inaugura la era del nuevo mundo virtual,Facebook,1,0,1
5130583,"Consumo ""recargado"", creció 5,4% en noviembre y ya suma cinco meses en alza",Consumo 'recargado',1,1,1
5130597,"Belgrano, ilustración económica y pragmatismo",Belgrano,1,0,1
5133952,Retos de El Salvador ante el comercio minorista,Retos de El Salvador,-1,1,0
5146027,Los mejores hoteles para un fin de semana de película,mejores hoteles,1,0,1
5153482,Vestidos de Mango rebajados para ir abrigada y a la moda este otoño,Mango,1,0,1
5169581,"El precio de la luz sube levemente este sábado, pero sigue por debajo de los 200 euros/MWh",precio de la luz,-1,-1,-1
5178066,La empresa valenciana Jeff despedirá a más de un centenar de empleados,empresa valenciana Jeff,-1,0,-1
5178200,Los valencianos reciben 3.000M en prestaciones por desempleo desde el inicio de la pandemia,Los valencianos,1,0,1
5178205,El proveedor de chicles de Mercadona factura un 14% menos que en 2019,proveedor de chicles,-1,0,0
5185566,"Funes de Rioja: ""Todo indica que el aguinaldo del sector privado se va a pagar en cuotas""",aguinaldo del sector privado,-1,-1,-1
5203783,Cómo son las tiendas relámpago que llegan a la Avenida Santa Fe para paliar la caída de ventas,tiendas relámpago,1,1,1
5206416,Aliexpress: 10 vestidos de manga larga muy económicos para ir a fiestas o eventos,Aliexpress,1,0,1
5208644,Dapper Labs se convierte en la primera empresa de NFT en registrarse para hacer lobby con el gobierno de EEUU,Dapper Labs,1,0,0
5213452,Jupiter lanza un fondo que invierte en bonos sostenibles,Jupiter,1,1,1
5226066,"Banco Central: En 2019, producción crecerá 3,2%, mientras, la inflación será baja y estable",producción,1,1,1
5239474,"Declarado nulo el despido de un trabajador que criticó a la empresa en un correo electrónico: ""se vulneró su derecho a la libertad de expresión""",despido de un trabajador,1,0,1
5243817,"Bershka se supera con su nuevo abrigo ‘trench’ por solo 39,99 euros",Bershka,1,0,1
5244000,El 'Amazon' del bienestar: esta plataforma de medicina preventiva ofrece servicios que van desde pediatría hasta cuidado de mayores o auditorías de COVID-19,plataforma de medicina preventiva,1,0,1
5247474,El Tesoro coloca 5.846 millones en letras a 6 y 12 meses y vuelve a cobrar menos a los inversores,El Tesoro,1,1,0
5250503,Las agencias de viajes piden que se prorrogen los ERTE y que se eliminen las cláusulas de mantenimiento del empleo,agencias de viajes,-1,1,-1
5251165,PRISA Motor lanza su primer podcast: ‘De 100 a 0’,PRISA Motor,1,0,0
5253088,La UE celebra el Día de la Internet Segura,La UE,1,1,1
5255272,Bitcoin revivió esta semana y ya pasó los u$s 40.000: por qué volvió a subir y cuánto puede durar,Bitcoin,1,1,1
5266392,"Los 10 cursos gratis de Harvard para cambiar de trabajo y ganar un ""sueldazo""",Harvard,1,0,1
5278419,Propietarios y promotores rechazan la paralización de los desahucios,Propietarios y promotores,-1,0,-1
5287138,"El euro a examen 20 años después de su entrada en vigor, por Coface",El euro,0,0,0
5290655,Influencer acusada de narco reclama 100 mil euros (estuvo 2 meses en la cárcel por error),,,,
5291048,Mediolanum lanza un fondo sobre la economía circular,Meiolanum,0,0,0
5297123,"Los índices de Alemania, mixtos al cierre; el DAX avanza un 0,82%",Los índices de Alemania,0,0,0
5297670,Netflix: el empujón inesperado del turismo hacia España,Netflix,1,1,1
5298619,La escuela online de alquiler vacacional Alterschool.travel capta 1'7 millones de euros en una ronda de financiación,Alterschool.travel,1,0,0
5303451,Beneficio Anses para comprar con 10% de descuento: amplían la llegada del programa en Moreno,Beneficio Anses,1,0,1
5303458,Qué hay en las reservas del BCRA y por qué conseguir un dólar es una odisea,reservas del BCRA,0,0,0
5307482,"CaixaBank no ve corrección en las Bolsas y apuesta por una ""moderación"" en 2022",CaixaBank,-1,-1,-1
5316199,Fábrica de productos de aluminio Alunasa despidió a sus empleados,Alunasa,-1,0,-1
5322175,Las razones de la CEOE para rechazar la subida del salario mínimo,,,,
5323014,La OCDE reclamó a la Argentina la sanción de la Ley de Responsabilidad Penal Empresaria,La OCDE,-1,0,0
5326746,BBVA eleva al 40% la representación de mujeres en el consejo al incorporar a Connie Hedegaard,BBVA,1,0,1
5329339,El buen momento de la empleabilidad,la empleabilidad,1,1,1
5333994,"Tapestry crece un 15,8% en el ejercicio 2021 y recupera los beneficios",Tapestry,1,0,0
5339481,Improven reestructura su comité de dirección y estudia comprar otras empresas,Improven,1,1,0
5349357,"El Ibex 35 avanza un 0,45% en la sesión y se queda a las puertas de los 8.900 puntos",El Ibex 35,1,1,1
5357200,Vodafone/Iliad: vender en Italia podría presagiar una división mayor,Vodafone,-1,1,0
5371768,Naturgy amplía al 7% su caída en Bolsa tras anunciar su escisión en dos grupos,Naturgy,-1,0,0
5379981,"Ventas de Gruma crecen 3%, registra aumentos de precios en México",Ventas de Gruma,1,0,0
5379998,"Chatbots, un arma de la digitalización para potencializar los servicios bancarios",Chatbots,1,0,1
5380023,About You prepara su salto a bolsa con miras puestas en la recuperación,About You,1,0,0
5386716,ArcelorMittal anuncia un programa de recompra de acciones de 1.000 millones,ArcelorMittal,1,0,0
5421318,Registro Automotor: claves del trámite digital que comenzará a regir en 2022,Registro Automotor,1,0,0
5422681,Las MiPyMEs accedieron a créditos por más de $ 43.000 millones,Las MiPyMEs,1,1,1
5436100,Bolivia informa que se agiliza paso de camiones varados en frontera con Chile,Bolivia,1,1,1
5438416,Los anuncios sin ley de los ‘influencers’ tienen los días contados,anuncios sin ley,-1,-1,1
5456408,Universidades privadas adaptan su negocio y se enfrentan al fantasma de la deserción estudiantil,Universidades privadas,-1,0,-1
5463569,La mina de litio de Cáceres sería subterránea y crearía 200 puestos de trabajo directos más,mina de litio de Cáceres,1,0,1
5471402,Desfile de directivos y exdiretivos del BBVA en la Audiencia Nacional por el caso Villarejo,directivos del BBVA,-1,0,0
5485982,"Edificios inteligentes y sistemas operativos, el inmobiliario que viene",inmobiliario que viene,1,1,1
5488085,BBVA apuesta por la digitalización en México,BBVA,1,1,1
5492699,La fintech Clara obtiene 30M$ en una ronda de inversión,La fintech Clara,1,0,0
5493037,El peor Día Mundial de la Energía en España: precios récord en todo,Energía en España,-1,-1,-1
5497313,Facebook mantiene su plan de integrar los chats de todas sus aplicaciones: ahora le podría tocar a WhatsApp y Messenger,Facebook,1,0,1
5505105,"Con diseño improvisado, crean “al vapor” web de KEI Partners, empresa donde asegura trabajar el hijo de AMLO","KEI Partners,",-1,0,0
5515390,Consumidora acude con un termo ajeno a Starbucks México y la marca le niega café,Starbucks México,-1,0,-1
5532014,Furor por las microinversiones en dólares con retornos estimados del 35% en dólares,microinversiones en dólares,1,1,1
5534938,"El IPC se modera hasta el 6,1% en enero, por la luz, los alimentos y el turismo",El IPC,1,1,1
5535101,Transportes lanza los preparativos para levantar barreras en la AP-68 de Abertis a finales de 2026,Transportes,1,0,0
5540502,Evolución y crecimiento del e-commerce en México,e-commerce en México,1,0,0
5545003,Alentar y desarrollar a las mujeres no es una prioridad en la industria automotriz,mujeres,-1,0,-1
5552352,Las 'telecos' españolas sacan el 5G pero sólo al escaparate (por ahora),Las 'telecos' españolas,1,0,0
5554581,Airbnb resiste al Covid y niveles de reservas casi igualan a los registrados en prepandemia,Airbnb,1,-1,1
5561021,Siemens Gamesa suministrará 71 aergeneradores offshore para un perque eólico marino en Francia,Siemens Gamesa,1,0,1
5574462,"Intu Costa del Sol, Open Sky y Lagoh añadirán 426.000 m2 en centros comerciales",Intu Costa del Sol,1,1,1
5577945,Por estas marcas de cerveza pelean los dueños de Corona y Tecate,marcas de cerveza,1,0,0
5584440,Renfe recibe más de 28.000 solicitudes de mujeres saudís para conducir su AVE a la Meca,Renfe,1,0,1
5585937,Nova Austral logra certificación internacional para cinco centros,Nova Austral,1,0,0
5586626,"Los expertos piden ""diálogo social"" e ir ""poco a poco"" con la semana laboral de cuatro días",Los expertos,1,1,1
5588028,BNP Paribas vende a Banca March parte de su Banca Privada en España,BNP Paribas,-1,1,0
5589299,69 pesos la naranja; Walmart acepta que vende cara la fruta con este letrero,Walmart,-1,0,-1
5589308,AMLO recuerda la solución de mercadotecnia de Alazraki contra Morena y rechazan campaña publicitaria,AMLO,-1,0,0
5589376,A partir de hoy Netflix sube sus tarifas en México,Netflix,-1,0,-1
5595888,El S&P Merval parece haber pasado a segunda con una fuerte suba,El S&P Merval,1,0,0
5606962,Alibaba alquila una oficina de más de 700 metros cuadrados en una de las zonas más caras de Madrid para instalar su nueva sede en España,Alibaba,1,0,0
5610929,Elon Musk cree que las criptomonedas son imposibles de destruir y apunta a problemas con el suministro eléctrico para explicar la prohibición de China,las criptomonedas,1,0,0
5615087,Banco de España afirma que la normalización de la política monetaria del BCE «parece más probable»,Banco de España,1,1,1
5628834,Marketing con propósito y las oportunidades que representa para las pymes,Marketing con propósito,1,1,0
5628856,7 razones por las que deberías solicitar financiación a través del Crowdlending,Crowdlending,1,0,1
5629623,Docuten permite gestionar contratos y facturas en un mismo servicio,Docuten,1,1,1
5635322,Rematan un Audi con una millonaria deuda de patente,Audi,1,0,0
5638736,Economistas difieren ante posibilidad de alcanzar rango meta de inflación,Economistas,-1,-1,-1
5642509,"Con una tímida suba de tasa, el BCRA se acercó a la inflación",el BCRA,-1,-1,-1
5643955,Apostar por el Digital Workplace de una empresa para aumentar la rentabilidad a través del soporte de Sosmatic,Digital Workplace,1,1,0
5653110,Asturias será la primera región europea con abastecimiento de hidrógeno verde a gran escala,Asturias,1,1,1
5655642,"""Creemos que es preciso aprovechar la previsible recuperación del sector para cambiar de modelo turístico en España bajo el convencimiento de que la salud de nuestro planeta es la salud de nuestra industria""",modelo turístico en España,1,1,1
5656984,Tenaris deja de cotizar en dos semanas y los inversores tienen que decidir qué hacer con sus acciones,Tenaris,-1,-1,0
5658874,Chollos de Ikea para renovar tu hogar por menos de cinco euros,Chollos de Ikea,1,0,1
5659359,ABG impulsa Reebok en Estados Unidos: cede su distribución a Foot Locker,ABG,1,1,0
5659376,Mutuactivos recomienda invertir en valores cíclicos y de vuelta a la normalidad,Mutuactivos,1,0,0
5660728,“Si tenemos nuevas noticias positivas con la crisis de Ucrania el petróleo podría volver a visitar los 80.72 dólares”,el petróleo,1,1,1
5670914,Renault garantiza a los sindicatos el futuro de las factorías españolas,Renault,1,1,1
5673320,Las potenciales aplicaciones de la inteligencia artificial en la industria química,aplicaciones de la inteligencia artificial,1,1,1
5675628,La Costeña da revés a los puestos de elotes y lanza esquites embolsados,La Costeña,1,0,0
5678002,Rebajas en Bershka: 8 vestidos preciosos para fardar de estilo,Bershka,-1,0,1
